기준_년_코드,기준_분기_코드,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
16168,20,862564428.0,111073,636,164,98,108,162,151,120,105,58,53,59,163,250,192,84,395,406,7,100,124,196,156,218,616750079.0,245814349.0,108323268,94361002.0,114048276.0,121622518.0,250592575.0,173616789,565161444.0,285223199.0,15117395,156571629,167370860.0,294111867.0,148265822.0,68947072.0,78241,32832,15857,16052,15345,14903,16084,16427,16405,13810,15546,13319,15394,29998,23006,70240,40249,4731,28633,21341,31850,16034,7899
76798,96,7142384428.0,457252,2874,928,402,546,492,727,718,571,356,48,277,1121,1081,1111,170,2122,1683,17,296,450,786,1025,1236,5829683090.0,1312701338.0,106560396,1557334624.0,2005773399.0,2063080148.0,1179024202.0,230611659,3858229066.0,3277861666.0,35512905,514625190,812930468.0,1321771540.0,1718451693.0,2732798935.0,370882,86370,79504,76244,63584,73154,78396,61868,24502,15089,90904,109373,117956,90134,33796,241624,215264,7203,66982,74514,82951,108290,116949
127323,156,38359932906.0,2658331,4938,1367,1202,828,822,1074,1032,936,434,41,446,1599,1895,1978,360,2830,3479,63,753,903,1480,1384,1729,30521392055.0,7838540851.0,446335116,4730945766.0,9107106758.0,10763269723.0,11261001766.0,2051273777,18272096751.0,18896963816.0,570523777,4440723277,5861988052.0,9563377683.0,8322927004.0,8409520772.0,2078280,580051,442605,408229,390840,397512,439094,400840,179211,63140,355740,503374,628471,874681,232925,1271213,1357020,62796,512018,566883,571487,493443,421613
34357,44,5988648975.0,779918,1156,546,230,232,225,236,241,289,255,65,116,145,385,737,257,713,987,15,274,305,431,493,192,4156625494.0,1832023481.0,507997247,567909598.0,573726271.0,755837979.0,2049007116.0,1534170764,3742923714.0,2236053240.0,65495193,1513640149,1670315894.0,1260808193.0,959415438.0,509302089.0,545364,234554,106773,105119,106539,107692,119241,122524,112030,64929,83593,77722,95413,260502,197759,478715,300777,13979,251906,221053,129673,111578,51306
72756,90,2434713342.0,326053,2793,809,448,645,772,418,510,460,351,41,342,795,1095,1129,201,1630,1975,7,363,499,723,751,1263,1801851981.0,632861361.0,178699406,349855915.0,317211987.0,441144433.0,676123377.0,471678224,1361336709.0,1059229714.0,18692032,661448310,560209431.0,466177356.0,393535813.0,320503484.0,242765,83288,46944,48248,49342,47116,51115,44743,38545,25106,59395,41396,46520,87414,66222,187294,138259,5214,115441,86029,55933,42668,20269
30315,37,3463231653.0,223456,1243,258,139,156,201,317,434,129,128,57,93,422,420,336,174,743,758,18,137,449,503,284,110,2925773430.0,537458223.0,149128446,216692258.0,867869519.0,1189567289.0,663894670.0,376079471,1566629742.0,1430460261.0,40698706,326131768,723124704.0,1138728578.0,557539817.0,210866430.0,156210,67246,28822,30712,30867,31850,33959,34036,33210,18111,25637,27880,32607,72430,46791,137515,84475,11240,49822,53362,48716,43842,15006
24252,30,605959276.0,11900,836,365,234,210,152,118,125,175,191,44,28,212,414,470,32,449,754,1,246,175,403,320,58,420419018.0,185540258.0,6842831,30374070.0,120765504.0,156374480.0,279276395.0,12325996,266153519.0,339805757.0,943662,171954126,151638863.0,141564148.0,112140361.0,27718116.0,9289,2611,2060,1875,1694,2046,1614,1625,986,81,359,2791,2835,5714,120,4177,7723,30,4256,2155,2958,2059,442
99029,122,15203135622.0,1096563,3812,1095,763,863,812,697,683,622,479,50,480,1248,1508,1387,238,2511,2394,11,704,768,907,1192,1326,11821680180.0,3381455442.0,482658047,1783020343.0,2946997073.0,3458145468.0,4759578164.0,1772736527,7455082192.0,7698082057.0,61434111,2962508901,3695311910.0,2182309287.0,3056825274.0,3194774761.0,829581,266982,169193,161686,162141,161070,175491,155844,111138,60059,139734,165147,196355,362945,172323,637934,456930,8626,334026,298982,162758,157486,132990
16168,20,953291821.0,12848,706,94,69,160,137,96,245,82,12,0,174,121,342,151,12,505,296,0,11,67,210,159,352,857480473.0,95811348.0,0,222846906.0,140928943.0,429977643.0,149282194.0,10256135,367875531.0,254741728.0,0,9231688,58909079.0,157210021.0,143603061.0,253663418.0,9808,3040,1909,1549,2151,1789,2410,2722,318,0,1249,2649,3633,4807,510,4786,7543,0,569,1946,2639,4211,2961
111155,138,11384984476.0,795634,4280,1224,800,1043,716,783,954,721,505,15,595,1429,1353,1815,297,2591,2911,12,643,760,835,1628,1625,8786421508.0,2598562968.0,30923655,1909505019.0,2696230227.0,2566747827.0,3211075706.0,970502042,6079576614.0,5278198937.0,36018262,1918675307,1483005722.0,1859615593.0,2934146748.0,3126313919.0,588786,206848,119567,116774,112741,115687,124017,117289,89559,4423,93719,137279,169685,274481,116047,432874,362233,6788,123139,167448,142769,200852,154110
161680,200,90247779101.0,2704517,5377,2632,1069,742,1208,1160,1200,1539,1099,14,338,1989,2782,2654,226,3765,4242,36,1203,2005,1703,1713,1355,60829322122.0,29418456979.0,274781217,6165207440.0,23797376896.0,31289597665.0,26480124038.0,2240691845,37714467712.0,43517481809.0,359459585,13705805287,22824880603.0,18580922077.0,15808199297.0,9952682650.0,1978562,725955,396072,347386,391630,396805,446669,437001,288954,41329,452991,497349,594838,815958,302052,1424019,1258576,28163,726569,824451,493826,367511,242068
76798,97,23679592077.0,950917,2939,864,528,647,535,529,704,554,312,0,342,869,1195,1332,76,1414,2391,15,144,220,501,1134,1782,20338253439.0,3341338638.0,0,5503253805.0,4894784826.0,8366374595.0,4802866503.0,112312348,9836855274.0,12324969319.0,22715590,514417971,1365697939.0,2600335791.0,7660903445.0,9997753854.0,773436,177481,157864,138311,163826,154800,158635,122670,54811,0,87259,197962,307764,348943,8989,400710,526910,1527,44769,118825,177623,302898,281979
54567,70,13327049202.0,677826,2061,641,476,370,336,469,416,454,189,0,243,665,963,808,28,1139,1565,1,149,223,514,786,1038,9983155341.0,3343893861.0,0,1144932032.0,3298512254.0,4047583899.0,4384458945.0,451562072,5709213485.0,7598667640.0,11316158,671516214,1540789289.0,2751680801.0,4156963409.0,4175615255.0,522090,155736,110777,97920,101154,105986,106253,111179,44557,0,59226,155823,201504,228771,32502,297180,380350,1457,45620,92068,144022,202455,191908
32336,40,9919764481.0,769926,1128,473,228,231,207,216,245,278,196,45,223,327,366,427,218,842,759,9,361,349,286,298,299,7667035551.0,2252728930.0,314098063,2286645099.0,2589867917.0,2349789309.0,1545878119.0,833485974,5331668012.0,4566968051.0,47928499,1680225185,1888578866.0,1863596714.0,2105850772.0,2312456026.0,587925,182001,117547,119448,112116,111528,127286,112419,69582,48930,155509,145221,145827,159362,115077,425092,343911,14581,244871,183010,128136,107120,91286
60630,76,16078555861.0,1797552,2248,757,511,439,427,366,513,414,349,74,230,375,745,1153,432,1499,1504,5,776,680,365,563,612,11203521559.0,4875034302.0,1001774399,1486840940.0,1673791825.0,2021343769.0,5991590030.0,3903214898,9444026535.0,6585388397.0,75678179,5912922736,4531074750.0,2178677166.0,1739681968.0,1591380134.0,1247744,549808,246617,243428,249451,241649,266599,278499,271309,130306,134203,179258,223572,659726,470487,1104203,693261,12357,776101,539563,233309,155491,80644
86903,106,34299701350.0,879614,3523,781,525,657,504,1073,769,506,278,71,603,1232,1426,789,192,2272,2033,6,417,936,892,1009,1047,23681530422.0,10618170928.0,598641120,3546904027.0,8578863439.0,11758474236.0,8513422881.0,1303395647,19320815326.0,12787452127.0,58159040,4735220450,9798986432.0,6930589100.0,6519808208.0,4065504218.0,644602,235012,127759,125914,126331,128045,136553,125509,109503,85110,122603,127403,151709,228611,164178,617878,251684,9170,304131,259611,127920,104018,64717
151575,183,98628129225.0,7992272,5210,2295,961,942,1075,1140,1111,1324,974,90,461,1666,2219,2552,528,3598,3915,160,1912,1457,1210,1311,1459,70737099120.0,27891030105.0,5543363384,8722890144.0,16766556798.0,22350512822.0,31506212504.0,13738593573,49950163994.0,48487914341.0,890317784,28212577986,25437837134.0,14441498921.0,14965541758.0,14490304752.0,5809778,2182494,1155465,1128164,1126921,1143599,1255629,1236141,946353,691561,975694,1077973,1320583,2430949,1495512,4553259,3437363,118542,3111194,2210611,1025016,851084,674178
44462,54,9471248462.0,1254113,1755,448,180,480,243,637,215,268,180,57,172,313,803,553,304,1103,1098,18,466,359,327,393,642,6540195287.0,2931053175.0,840194197,974247242.0,1032387455.0,1217883694.0,3059306423.0,2347229451,6456247698.0,3009720828.0,90337351,2976809828,2627891452.0,1647262209.0,1340740078.0,782927608.0,874448,379665,171139,170664,175810,170040,186795,195238,184427,115915,142264,143355,158909,382663,311007,851729,401998,20828,447591,349875,197728,153450,84255
26273,34,2403938035.0,131354,928,372,177,215,145,155,237,184,189,0,215,343,346,386,10,641,661,1,61,272,223,379,364,1624949581.0,778988454.0,0,188274505.0,569084994.0,726190016.0,894295734.0,26092786,1014684905.0,1364558396.0,5282778,170971801,235446019.0,549290918.0,730705842.0,687545941.0,90133,41221,18504,17530,17232,17541,19326,21976,19245,0,9921,25648,36851,56783,2151,54614,76281,338,14838,16301,30646,38448,30326
62651,76,4084378737.0,182166,2255,846,326,517,316,565,535,562,283,0,230,755,1140,978,2,1085,2015,2,209,240,480,1105,1066,2913776675.0,1170602062.0,0,338725835.0,865906040.0,1309259462.0,1563893520.0,6593880,1563211562.0,2475973857.0,6181251,322422319,402594604.0,694681820.0,1303822162.0,1309483264.0,132658,49508,24374,25660,25181,25537,31906,25538,23970,0,14603,37368,53064,76735,396,74661,106285,433,18939,22291,33117,53777,52390
20210,27,1487778716.0,218339,861,140,115,208,127,171,242,82,57,53,69,117,249,418,95,492,508,15,177,194,224,112,283,1050746247.0,437032469.0,198617643,196886785.0,148338976.0,165729898.0,429798577.0,348406837,1002645900.0,484408300.0,21327234,505549660,443190330.0,274443858.0,171471801.0,71071317.0,157415,60924,31233,31008,31334,31420,32420,31030,29894,26515,34068,23804,25528,60666,47758,147269,71018,5743,76188,62529,38046,26382,9396
78819,94,8222866658.0,565029,2972,930,595,633,513,534,708,546,386,39,322,987,1397,1054,105,1808,2095,5,199,455,489,1232,1530,5813825453.0,2409041205.0,302213282,548210487.0,1813990894.0,2381141300.0,2422419987.0,754890708,2847782431.0,5361291548.0,35100181,879987962,1182148827.0,1057944365.0,2071208554.0,2982684090.0,409063,155966,79756,79207,81979,79798,88323,84526,71440,41692,74067,81512,98727,166959,102072,332125,232682,9018,126899,145039,103210,101620,79022
4042,3,218768514.0,5586,197,3,6,43,90,4,54,2,1,0,4,9,180,8,1,192,8,0,4,89,10,7,92,214888944.0,3879570.0,0,3062819.0,11261562.0,194631103.0,8413742.0,1399288,207918330.0,8844338.0,0,4080755,130594364.0,10984107.0,7197622.0,63905820.0,4686,900,1144,780,1020,721,1021,600,300,0,660,1322,2102,1322,180,3724,1561,0,900,1202,1801,840,540
76798,95,13234693520.0,785926,3103,700,570,519,565,729,729,553,149,45,426,1073,1192,897,180,1962,1841,13,333,536,957,798,1168,10486625505.0,2748068015.0,413471545,1674864005.0,3622665859.0,3460114111.0,2948221300.0,1115356700,6691700742.0,6070366269.0,40550781,1201393400,1551287008.0,3134337341.0,2770882826.0,4063615656.0,576025,209901,106506,112257,114653,114003,128606,120156,89745,53833,108835,116641,138262,227247,141108,481005,299625,8438,143845,177114,165752,154548,130928
169764,210,63433095670.0,2724022,6337,2070,1341,1268,1153,1127,1458,1395,678,38,947,2387,2789,2113,142,3955,4454,25,536,1010,1562,2368,2919,44785606942.0,18647488728.0,900949925,7869644364.0,14668987755.0,18248427740.0,18906593471.0,2838492415,32715749564.0,28548568406.0,255896912,3896917571,10281664726.0,14436711538.0,14708620980.0,17684506241.0,1998394,725628,385583,386158,395712,394455,436486,413531,312097,137429,415531,501689,580164,759272,329937,1616497,1074802,64464,407170,538717,563368,551706,565869
50525,62,2420028404.0,239247,2064,436,387,566,331,269,522,229,209,54,609,540,478,600,225,1147,1358,144,114,182,535,803,727,1876295452.0,543732952.0,113303008,388451421.0,470492110.0,522584891.0,622031097.0,303165877,1442405897.0,963679650.0,58201101,248926290,413068830.0,411778476.0,475373775.0,798737075.0,180505,58742,35470,36999,34004,36305,37727,35466,23276,15419,36623,39621,44736,66614,36234,149248,89947,10783,38390,54525,43514,38528,53455
88924,106,27004900910.0,912909,3276,1132,748,523,824,488,692,692,439,63,511,1064,1409,1168,189,2130,2272,9,428,494,768,1134,1576,23282789665.0,3722111245.0,589260113,1722062693.0,11033845264.0,8862822920.0,3261004405.0,1535905515,8213252789.0,18620622971.0,88263110,1976947239,2169569466.0,2333307080.0,2924568543.0,17341220327.0,646589,266320,126292,122147,130012,130610,137528,140269,126051,73029,129410,128026,143601,260245,178598,549904,361282,23978,174794,215193,201182,165653,130386
56588,70,8028295754.0,249636,2259,546,486,411,468,392,512,437,103,0,294,963,996,545,4,1044,1756,6,42,193,593,649,1323,6282444461.0,1745851293.0,102428,957133455.0,2249816130.0,2664536529.0,2149212636.0,7494576,3022516761.0,4397062617.0,4506567,73166944,551596269.0,1877191899.0,1914574061.0,2998543633.0,192441,57195,40595,35513,37410,38580,40343,35642,21553,5,27026,62547,77103,82401,554,104362,133689,540,5714,24539,64773,61613,80873
159659,198,105428401329.0,5870429,6363,1541,1247,1460,1055,1070,1546,1229,313,32,713,2190,2896,1910,176,4159,3745,60,1157,2171,2046,1354,1132,85449267497.0,19979133832.0,2123745622,11128103003.0,26301820254.0,31425975215.0,28700428899.0,5748328336,45145394984.0,49970984010.0,713901330,19348894959,25911392023.0,23869846719.0,15791902948.0,9481043284.0,4745875,1124554,939392,945071,917122,951938,992352,709405,415149,261864,1191175,1216259,1122634,1425822,652675,3151079,2507672,106012,1630353,1645565,1075320,779692,421869
40420,51,3165042056.0,140163,1491,515,118,199,346,373,456,325,189,49,110,444,512,616,269,1025,979,24,381,824,364,239,172,2098170856.0,1066871200.0,87617705,108542359.0,388086295.0,976831761.0,1324698792.0,279265144,1797722036.0,1163656017.0,65299587,631234974,1341671498.0,433722414.0,316705852.0,172743728.0,103846,36317,18905,20174,21099,21042,22626,19125,17192,11402,16313,22591,22513,37699,29645,81600,56271,2877,40156,46798,22751,14345,10942
32336,40,4755348663.0,518255,1272,329,210,299,220,218,328,239,92,27,165,299,451,579,80,776,824,20,86,199,542,568,193,3516011928.0,1239336735.0,183650030,814571605.0,995947224.0,958980344.0,1294787473.0,507411987,2698787779.0,1887088220.0,75778336,395195870,687373132.0,1378467254.0,1447469794.0,601591610.0,389997,128258,73563,76419,80128,79600,80287,70799,57459,28249,93116,102651,90972,131776,71491,340690,169134,27726,76999,96356,135510,125911,47317
165722,208,64741922704.0,4002964,6224,1980,1340,966,1272,1339,1323,1024,961,45,1002,2845,2696,1433,201,4532,3673,26,643,1129,1533,2060,2813,52662937472.0,12078985232.0,1264534249,12710638964.0,16438730386.0,17168141277.0,13131716009.0,4028161819,27892149858.0,25870312708.0,226671637,7767438580,10944513553.0,9839786781.0,12397577094.0,12586328074.0,3103844,899120,602547,600927,618623,627942,653805,498496,400624,168838,912063,815592,703195,978984,424291,2333796,1618105,33724,953951,942725,784490,687223,549774
48504,60,3842173217.0,446248,1893,509,300,434,481,302,378,266,243,48,201,551,772,735,97,1166,1238,4,133,276,369,610,1009,2880252235.0,961920982.0,342521011,636757942.0,650918888.0,684041850.0,946807920.0,581125606,2393808377.0,1372237922.0,26444446,804452417,867735034.0,790870916.0,701933708.0,574609776.0,334208,112040,64243,65014,66322,68089,70540,59379,52661,47853,99126,72772,56791,98097,71609,310755,134778,5578,130632,106789,91735,59340,51462
48504,57,11588290411.0,372808,1626,775,244,299,298,386,405,362,412,36,262,643,759,620,82,1484,918,5,195,413,662,634,491,7788347121.0,3799943290.0,103372339,638896089.0,2813417555.0,3917485466.0,3725783911.0,389335051,3566261614.0,7764526090.0,50451013,1193876413,3392181929.0,4406672855.0,1737755562.0,549849933.0,272379,100429,46095,54468,53077,58703,60036,53013,47416,15879,62928,85627,90086,88681,29607,210014,156230,1362,66993,102163,111873,55446,28411
88924,113,12947096461.0,529350,3118,1285,616,536,693,692,585,746,543,0,341,1150,1521,1342,56,1748,2656,2,160,451,757,1515,1526,9092616603.0,3854479858.0,19285,1210733245.0,3025645165.0,4310976236.0,4145900210.0,253822320,5108093468.0,7507054412.0,4745958,529892957,1286044127.0,2054843925.0,4353192337.0,4386428576.0,383433,145917,79166,72225,75883,77179,78980,72159,73758,9,55295,120187,163799,180790,9270,218643,306901,383,29326,66059,92082,164165,173524
78819,97,8390375511.0,513583,2948,956,610,587,728,543,492,580,379,80,689,816,1081,997,254,2236,1665,14,439,789,847,1022,797,6181612370.0,2208763141.0,182062078,2473427216.0,2620879907.0,1346334887.0,1322603358.0,445068065,5076525366.0,3261744932.0,19752628,800931147,1864503563.0,2925216487.0,1536902218.0,1190964252.0,396051,117532,82250,77603,76192,77309,82697,72639,44893,25728,103722,95952,109253,113878,65050,318171,193845,3351,125004,126742,86510,91056,79360
40420,47,4480493451.0,519589,1567,435,348,244,277,388,315,264,169,41,287,409,681,467,116,954,1047,12,139,327,458,601,475,3323668214.0,1156825237.0,252574283,773778346.0,758322123.0,837292352.0,1199445031.0,659081316,2649777080.0,1793677159.0,32664780,566157159,917455244.0,940473769.0,1111987926.0,874715364.0,384948,134641,75677,72601,77625,77912,81133,73505,61136,38971,96492,81513,87820,137659,77134,327586,190041,6498,102175,116096,118099,99135,75630
24252,30,2023806347.0,145355,957,244,242,190,156,175,198,161,82,0,162,258,466,273,43,564,638,0,62,232,245,284,379,1639372889.0,384433458.0,0,331128201.0,520184442.0,641274368.0,501874806.0,29344530,919097150.0,1049338650.0,1864907,91066716,272595813.0,468771005.0,448784261.0,685353095.0,117689,27666,26002,22520,22593,23485,23089,17867,9799,0,23893,36025,42962,40215,2260,67085,77573,431,10113,20652,34250,32590,46620
32336,40,10176117557.0,463643,1182,421,220,215,283,226,243,253,167,0,157,377,516,525,26,646,956,0,40,115,272,399,776,6916590829.0,3259526728.0,0,1148676991.0,2515023253.0,3216072613.0,3196707042.0,99637658,4263373520.0,5886672309.0,2802144,349718245,874855487.0,1868837194.0,2857420891.0,4196411870.0,323856,139787,65760,60848,65251,61638,70359,78620,61167,0,45884,104579,143658,164617,4905,214342,248651,336,22213,47264,84047,132168,176969
76798,97,7488225836.0,540645,3247,556,673,666,595,668,647,461,98,0,250,1167,1439,899,55,1083,2719,64,181,293,1021,1170,1085,6262475820.0,1225750016.0,0,1049930039.0,2084938920.0,2450017454.0,1789670465.0,113668958,2939155916.0,4351784060.0,149016537,512075780,969263536.0,2055821209.0,1894203023.0,1710559890.0,456643,84002,104292,87975,84119,82458,97799,76758,7244,0,92443,145198,170745,127438,4821,231096,306134,15935,53298,89801,151186,125518,101485
161680,200,47003550060.0,2216816,5601,2407,1108,1082,1162,1019,1250,1337,1068,9,413,2156,2914,2426,94,3383,4626,6,372,926,1744,2381,2588,31491682399.0,15511867661.0,169329882,3692897595.0,11330614684.0,14714562792.0,15930021360.0,1166123747,19113540479.0,25364649293.0,25254345,1912488987,5305399354.0,9900300708.0,12613541743.0,14721204640.0,1463619,753197,297111,262532,290837,291073,322066,400034,353163,26237,166972,457452,678905,818997,68253,997064,1196518,3638,137252,312007,489474,596623,654588
157638,192,331326485775.0,10135582,5800,2006,1170,1231,1018,991,1406,1086,921,19,559,2135,2804,2151,141,4223,3582,57,1386,1705,1915,1624,1133,235601474996.0,95725010779.0,963817351,26425356513.0,102023630232.0,107673520149.0,87776355497.0,6463806033,130814961715.0,103046283926.0,2414981872,44192540972,60642596417.0,64612641352.0,38923542482.0,23074942550.0,6963613,3171969,1308468,1292996,1433743,1400125,1528281,1688731,1483238,131534,1158419,2540860,2703590,3008965,592214,5079849,4625992,183959,3068290,2949405,1857813,1150568,495787
30315,36,23026549892.0,57148,1274,229,180,214,322,293,265,192,37,4,252,754,159,291,43,1184,318,1,153,154,340,516,338,22957403669.0,69146223.0,2378033,3293625972.0,18361705336.0,1269062747.0,77157884.0,22619920,15854019110.0,2673490610.0,590784,210788415,35390537.0,2953373836.0,10534062921.0,4793303226.0,50160,6988,9577,10954,11179,8610,9840,4486,2502,324,12603,25488,7803,8211,2719,43723,9926,90,3794,4801,20601,17140,7214
97008,120,8318356587.0,781642,3569,1233,792,799,645,724,626,828,408,151,441,937,1227,1697,357,2364,2443,20,806,677,735,1000,1572,6074279905.0,2244076682.0,401287220,928890386.0,1451620054.0,1774011836.0,2643163370.0,1119383721,4597128931.0,3565446129.0,69277733,2058440151,1632174090.0,1300868374.0,1382301524.0,1719513194.0,571338,210304,116510,110298,111705,112770,120055,117257,93047,54774,96088,107489,138708,236680,147903,453684,325883,13011,248868,197363,124684,101913,93739
117218,145,21996957825.0,1180208,4450,1357,991,875,818,862,909,840,521,59,559,1507,1742,1764,191,2312,3496,31,471,662,911,1615,2117,15516824324.0,6480133501.0,245696929,2488769617.0,5160434809.0,5672251200.0,7354400406.0,1075404864,7469020080.0,14174593845.0,46588564,1672157051,2266474860.0,2627776748.0,4955379040.0,10075237659.0,818136,362072,170218,130423,163866,165174,188455,206024,156048,30728,110730,221845,309606,418926,88373,516958,658981,6010,183591,187607,168276,279784,350666
80840,98,10155966409.0,830581,3027,973,634,545,704,481,674,554,422,53,431,1080,884,1265,296,1820,2186,61,587,636,921,864,944,7743586278.0,2412380131.0,599558349,1077276374.0,2292419888.0,2223442089.0,2513565174.0,1449704535,5913742377.0,4150720886.0,31524117,1322897125,2377090911.0,2544132995.0,1999543268.0,1789274850.0,592367,238214,118892,114673,116961,116409,125432,124050,114164,76284,127600,101686,118220,239813,166978,565501,263780,5923,164481,239209,188653,148127,82885
92966,114,17919231823.0,1055354,3838,763,800,751,624,775,902,527,239,96,686,1125,1616,924,161,2181,2421,9,370,587,858,1161,1626,13887769249.0,4031462574.0,1190107465,4109402954.0,2961218509.0,3426358210.0,4202359087.0,2029785598,8230418962.0,6538184864.0,67124438,1566505626,2561427922.0,3552014858.0,3557887138.0,3463643843.0,752865,302489,147343,144893,146886,149770,163973,161853,140636,92177,147140,132845,172071,323464,187657,674403,372732,8063,178891,242638,200397,236758,180380
88924,110,13566539903.0,703358,3646,757,567,782,664,867,771,564,193,45,583,968,1339,1245,221,2468,1933,1,321,586,1364,1013,1117,11647462353.0,1919077550.0,288464922,2352196857.0,2937323083.0,4091606024.0,3044781209.0,852167808,6196464521.0,6115124940.0,9852496,723146686,1536400626.0,3263815179.0,3403455846.0,3374918629.0,536257,167101,107087,113828,101834,99032,114476,103593,63508,38286,122056,122741,142614,195184,82477,417812,279324,2187,86392,148554,161085,156587,142332
117218,146,13704601528.0,959369,4196,1607,605,828,979,873,921,1262,344,48,467,1414,1718,1998,168,2700,3111,28,286,697,1139,1666,1997,9607630657.0,4096970871.0,117128368,1586008474.0,2825542307.0,3025189832.0,4945769830.0,1204962717,7249329124.0,5969333040.0,46417572,959541852,2171695820.0,3123103930.0,3226513644.0,3691389349.0,674885,284484,134096,131950,134198,134251,140390,153069,131415,13434,113950,150532,186893,370715,123845,532499,418436,5039,104378,197431,239466,220248,184362
46483,59,987674453.0,36468,1837,465,399,340,329,367,408,293,170,0,217,484,1003,594,9,817,1485,4,159,196,326,685,936,690682802.0,296991651.0,0,99996870.0,195447619.0,372183206.0,314360629.0,5686129,397766016.0,548051478.0,1207426,59391052,96994760.0,158821213.0,284231386.0,345171655.0,25317,11151,5987,5011,4443,5152,4724,6823,4328,0,2625,8628,11531,13540,144,15061,19890,180,3406,5611,8681,8121,8951
123281,151,10987451251.0,925659,4543,1560,878,909,909,919,941,987,577,62,545,1638,1704,1918,244,2477,3631,12,426,807,1337,1626,1906,8404291701.0,2583159550.0,607883084,1815041477.0,2134617898.0,2422800584.0,2953603083.0,1053505125,5971558792.0,4945710092.0,41289778,1240806757,2052106530.0,2232925296.0,2309346516.0,3040794011.0,701785,223874,145555,136186,136476,138343,145225,136180,87694,69413,165300,166418,178273,235608,110647,543571,378063,8792,146137,207120,189334,185676,184586
92966,115,5939895991.0,585023,3688,915,652,729,701,517,1100,591,325,61,368,886,1601,1447,252,2223,2379,35,292,531,1086,1077,1588,4414901110.0,1524994881.0,396156362,769259963.0,803977638.0,1323358502.0,1643084334.0,1004059192,3646903006.0,2199970025.0,62096826,597625046,1264645974.0,1613066127.0,1100196709.0,1209242350.0,427526,157497,83477,82394,84984,83051,93620,84538,72959,48577,98845,74351,85864,169543,107843,384690,198490,13943,90178,137859,167878,104730,68603
70735,87,7764065612.0,289805,2867,634,559,514,582,556,664,418,216,97,326,811,986,1244,41,1671,1831,6,291,611,457,1226,916,6038222100.0,1725843512.0,18155896,664900950.0,1990519042.0,2335598183.0,2692225136.0,62666405,4775942541.0,2889505307.0,5230486,694119961,1655323458.0,1743589800.0,1529091434.0,2038092708.0,227181,62624,50082,44610,41132,44556,46801,42332,20292,36,27767,69919,85435,103093,3555,162359,126778,729,27831,53996,59945,63668,82968
113176,139,9388028440.0,729050,4314,1291,697,721,918,882,1114,898,394,40,414,1260,1747,1907,245,2671,2936,18,380,778,1307,1431,1692,7543254741.0,1844773699.0,78065654,1218761664.0,2209632087.0,3060809481.0,2346467734.0,474291820,4122386577.0,5190193616.0,41612654,834162498,1144694627.0,2641289489.0,1985134803.0,2665686113.0,564034,165016,127460,112519,100530,100633,122892,113273,51743,8697,107825,157183,187334,203000,65011,390241,336794,8894,105634,127686,173179,134894,176752
103071,128,11215146513.0,879404,3687,1418,691,783,746,712,767,918,501,60,404,1005,1706,1642,289,2344,2762,22,398,890,1022,1261,1524,8098174086.0,3116972427.0,388734627,1236879187.0,1984182738.0,2789320994.0,3758212273.0,1057816694,6078615692.0,4987136139.0,76620055,1000968530,2077384274.0,2330943234.0,2497067830.0,3082746160.0,627825,251579,122081,119695,122227,125369,138453,139522,112057,48812,116552,128901,166783,288431,129925,533999,344241,13276,129461,201810,200211,175323,158152
84882,102,3571252987.0,169197,3158,1044,854,573,554,537,645,664,384,2,511,774,1297,1443,177,2358,1845,28,393,616,767,931,1476,2739312041.0,831940946.0,1414422,799407237.0,818013788.0,1017619857.0,903877253.0,30920430,1508026248.0,1873451238.0,7368428,137234303,290930284.0,639484780.0,766759527.0,1539700166.0,136855,32342,30530,25913,25564,25472,29376,23261,9081,194,36961,40476,50231,39403,1932,95093,70648,1141,10513,19364,34709,36809,63207
