기준_년_코드,기준_분기_코드,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
8084,10,2520000000.0,25666,261,141,37,37,64,62,61,98,44,0,0,147,135,119,0,268,132,7,142,166,58,18,10,1632812387.0,887187613.0,0,1675203.0,922645959.0,849775276.0,744305883.0,1597679,1646546954.0,801761644.0,35909613,868563272,1021258808.0,353187629.0,114584499.0,54804774.0,16304,9362,2521,2575,3662,3595,3951,5839,3523,0,14,9048,8888,7613,103,13693,11036,447,9511,9554,3433,1235,548
105092,129,164690321733.0,2262335,4059,1147,760,880,837,772,816,765,384,32,383,1282,1786,1525,198,2202,3001,83,450,811,1745,1318,805,158175366359.0,6514955374.0,265573387,13264957717.0,36496451877.0,101097107855.0,11898257681.0,1667973216,15039904617.0,17462381912.0,733603378,2426941269,5578210302.0,9324571823.0,7767009525.0,6671950228.0,1745266,517069,344030,326532,363674,351569,359461,320940,196129,37555,314939,560014,553190,620112,176525,1026193,1081167,152127,335248,298533,593749,468016,259700
90945,114,81847319639.0,671646,3898,605,768,712,930,594,907,435,173,50,1005,1217,1302,801,137,1991,2513,11,269,454,838,1323,1611,80234617403.0,1612702236.0,204176764,16918327929.0,38067296700.0,23094305888.0,3106889076.0,456323282,43189482193.0,36530596394.0,18381694,998410693,14230426717.0,31324648697.0,19613910651.0,13534300140.0,551360,120286,113679,117650,100880,103804,115347,79943,40343,27361,134471,190569,158426,105381,55438,405071,258112,6096,83797,111744,149345,163719,148483
125302,158,15337222614.0,1421593,4842,1367,955,939,972,929,1050,960,408,58,710,1346,1787,1959,346,2849,3361,43,616,1156,1478,1435,1492,11988299892.0,3348922722.0,512835585,1577941282.0,2761670416.0,3760529042.0,4784713453.0,1939532836,8115888381.0,6220648750.0,116092130,2111112340,3085377214.0,3776832844.0,2881595478.0,2365527127.0,1078311,343282,211846,207743,211277,214581,232864,199881,143401,68510,186104,245374,250533,434307,236765,811467,578027,21806,320824,354873,303348,244625,144007
44462,57,24637513898.0,1778014,1815,386,510,334,334,300,345,272,116,23,350,595,594,520,123,1058,1148,9,128,269,392,702,707,21514772746.0,3122741152.0,426818685,5143736432.0,6739824947.0,6574995416.0,4361029180.0,1391109238,12812489832.0,11409793750.0,141156355,1660506369,2804222256.0,4145451899.0,6432002703.0,9038944001.0,1374490,403524,273812,276498,268307,264026,291847,235389,168135,70992,358871,353623,365646,423813,205069,1024543,752905,47292,289749,343916,360622,403400,332469
70735,89,3891085698.0,322255,2829,672,520,527,696,595,502,494,178,43,264,902,905,1058,337,1859,1643,4,433,538,508,1267,757,2862393609.0,1028692089.0,264216428,452358055.0,608288467.0,801413896.0,1176621635.0,588187217,2357958590.0,1513066086.0,27209435,592261572,878178438.0,723910903.0,916212899.0,733251430.0,226697,95558,44135,42654,45108,45351,49449,51277,44281,26973,51529,41309,46210,96076,60158,206579,115479,5442,71652,85363,63928,54173,41500
88924,110,9924626219.0,638733,3503,904,644,660,638,694,874,605,303,1,643,1157,1240,1300,68,2005,2398,7,323,767,713,1451,1152,7418479613.0,2506146606.0,5113280,1334203547.0,2191571700.0,2583740309.0,3384390055.0,425607328,4303729970.0,5381160911.0,13767782,489511894,1075654601.0,1693493252.0,3243233063.0,3169230290.0,464164,174569,97367,89172,90917,89321,97387,101695,72874,675,76296,121373,157347,243381,39661,282683,351213,1783,49493,87872,124679,193657,176407
149554,184,112194317417.0,4327725,6190,1219,1054,1302,1308,1190,1348,845,376,36,920,2428,2341,1499,198,4358,3050,9,541,1364,1452,2325,1729,101689849332.0,10504468085.0,1174665636,12702282596.0,51692017474.0,29831929017.0,12976134155.0,3817288539,79106951622.0,28767057589.0,177386299,7161051828,14626910962.0,14667535122.0,61575277132.0,9665935814.0,3580167,747558,726834,718101,703744,722376,709112,465895,281663,139443,723573,1584747,644043,880109,355810,2807769,1451660,29302,924344,1213517,881382,776762,434152
34357,41,5952614981.0,567995,1340,362,252,269,212,295,313,237,127,73,113,276,416,646,178,796,904,7,180,208,397,496,414,4230656877.0,1721958104.0,194349987,569576771.0,684754739.0,1066062947.0,2313282726.0,1124587811,3488509796.0,2372009968.0,35585278,651902517,1140550770.0,1563274177.0,1495093156.0,974113865.0,398591,169404,80592,76399,80737,77072,83791,87659,81745,20395,62060,58062,88118,218257,121103,344925,218401,5892,82293,126556,138805,132128,77648
40420,50,784249080884.0,8834931,1556,447,244,295,318,348,355,264,181,51,304,453,495,517,189,1055,945,2,199,259,327,570,646,608426022133.0,175821362516.0,2478315942,177850832287.0,257746741147.0,268561396162.0,72510439643.0,5100928671,372943259309.0,379745708207.0,139763847,18740686067,94959619841.0,119087507424.0,238632575422.0,281129245291.0,6015765,2819166,1126926,1103501,1167779,1202950,1414609,1833293,985873,85278,1763125,2818747,2628197,1402503,137081,4338371,4392478,5642,438849,1342611,1479799,2619423,2844522
121260,150,41086043241.0,2165825,4578,1428,904,905,851,878,1046,853,581,61,619,1267,1655,2078,331,2677,3325,36,477,726,1135,1947,1703,34331374777.0,6754668464.0,841158510,6034825986.0,11352827156.0,9406759598.0,10273737793.0,3176734198,17961105633.0,22476196343.0,134527332,2557589426,5149693927.0,10971883374.0,9767713053.0,11855894866.0,1544762,621063,311243,298766,304598,303680,326475,330207,290856,103092,248783,301941,382169,767871,361969,1180775,972341,27833,372452,432019,437879,512006,370928
109134,138,24542153087.0,1287241,3866,1537,740,808,686,838,804,1002,537,60,418,1084,1691,1958,199,1802,3603,30,299,558,984,1934,1598,17070038101.0,7472114986.0,448895252,2742042317.0,4372519204.0,7059345432.0,8657398928.0,1261951954,9279618013.0,14667629265.0,38717883,1524358950,2553984932.0,3410999043.0,9636559444.0,6782644757.0,926421,360820,191181,172068,179647,181124,202401,205284,155536,55167,146925,204471,299578,469626,111474,596534,687088,7222,181472,192424,220229,409032,273251
36378,43,5222309629.0,406348,1089,715,183,280,186,206,237,378,338,41,168,464,342,642,148,915,885,1,207,371,424,413,387,3452158048.0,1770151581.0,62600162,568032774.0,1150132944.0,1004760239.0,1937025343.0,499758167,2387737940.0,2784148722.0,3931826,642502132,1127574707.0,1002385206.0,1148432307.0,1247060483.0,298716,107632,58850,57882,58926,59711,63347,53701,53931,10172,52869,63499,68370,160449,50989,212049,192706,667,73098,115763,76324,79418,59486
101050,123,29684281363.0,1641694,3884,1119,763,711,798,718,902,866,258,14,899,1116,1656,1224,93,1883,3119,9,312,434,1209,1231,1811,22800931449.0,6883349914.0,26942868,5599737673.0,7118703407.0,8861906600.0,7408754365.0,668236450,11292104945.0,18155250107.0,52486276,1484451282,2610205321.0,6711044226.0,7508842390.0,11080325544.0,1249932,391762,260336,235963,236739,238051,278843,255182,136580,3214,235149,386133,486308,478799,52091,642185,993047,8044,138157,169190,341376,443533,534937
24252,28,1035905461.0,5621,1117,83,245,299,133,156,288,36,47,0,301,227,471,187,14,788,413,19,98,81,194,470,341,1025243576.0,10661885.0,0,203483674.0,50992812.0,760805089.0,18719218.0,1904668,702295845.0,237936434.0,295850,1671324,5232392.0,11176666.0,691196043.0,230660002.0,4915,706,774,1225,454,1350,1112,345,361,0,2100,1080,1491,827,123,1194,3006,22,179,378,657,614,2345
78819,98,7097089106.0,283563,2627,1278,420,549,541,530,601,682,595,0,290,991,1119,1371,132,1756,2147,7,354,307,719,1188,1326,4951424883.0,2145664223.0,480368,709860625.0,1573417536.0,2039060062.0,2542623149.0,231647366,3071717795.0,3922395941.0,14169154,443525094,553321920.0,937601715.0,2525825407.0,2519670441.0,198674,84889,38658,37995,37409,39747,44865,47819,37070,150,27667,57683,70933,107595,19535,128020,154610,2098,30412,29687,46274,85091,89067
30315,36,2406772740.0,292156,1046,455,246,228,243,128,202,245,211,51,230,164,453,451,153,660,840,22,126,145,276,602,332,1656886614.0,749886126.0,278385351,352123426.0,288851861.0,366210928.0,649766440.0,471434734,1626793866.0,778446021.0,30444272,426471356,587345752.0,602422731.0,447781311.0,310774465.0,207940,84216,40845,40208,42366,41217,43304,43142,41074,32477,48244,41096,44302,72497,53540,203731,88375,5871,67670,71362,64450,51496,31254
32336,40,2911188146.0,171540,1205,396,283,237,232,234,224,238,155,56,240,292,409,491,118,988,613,21,177,237,325,453,395,2278540563.0,632647583.0,94635519,456330879.0,570975240.0,813655144.0,791731096.0,183860268,1578797398.0,1086964643.0,22528453,300760539,360629473.0,491132791.0,752678098.0,738665735.0,129423,42117,24807,24206,26969,25775,27666,23905,18212,12261,32350,31132,31927,41745,22125,111799,57396,3388,38498,31424,36241,36379,23324
131365,164,10105256048.0,377036,5026,1477,952,1324,907,932,925,1019,458,35,772,1750,1914,1803,234,3078,3424,26,533,934,1372,1840,1811,8149981958.0,1955274090.0,54186044,685765018.0,3585641402.0,2720130640.0,2626246276.0,433286668,5714603814.0,4231863781.0,34205934,698318129,1453241776.0,2637726672.0,2943482097.0,2179492985.0,273640,103396,48031,56557,55550,52891,60611,57162,46234,8624,30904,66195,90303,122063,58947,196801,178026,6998,57360,74361,91126,85228,59760
76798,95,10617424723.0,1335379,2792,1012,581,603,495,619,503,706,309,89,312,812,1063,1188,343,2068,1735,23,484,633,668,795,1209,7890245923.0,2727178800.0,473939617,1054555602.0,2041337470.0,2248031478.0,3172042294.0,1627518262,6165164972.0,4348085534.0,74759075,1592494562,1679049291.0,2068360108.0,2138845917.0,2959741551.0,974393,360986,193136,194053,194486,197491,195227,199605,161381,96534,112579,182012,226942,417420,299892,774867,557573,20076,355864,281548,228734,252610,193608
94987,119,18930540103.0,1257584,3629,1075,933,794,569,562,784,755,319,46,266,1164,1444,1560,227,2032,2670,14,798,900,1372,991,643,13448991224.0,5481548879.0,353019058,1967778544.0,3497242026.0,4962441453.0,6489235701.0,1660823321,8598101660.0,9777537434.0,43149493,1748420790,2931105229.0,4918581954.0,4427972340.0,4306409292.0,897835,359749,176077,167858,182360,179340,192200,200308,159441,50788,138838,199507,257360,440915,170176,636792,614668,8983,189246,256170,332035,269972,195056
40420,50,4984732106.0,458770,1512,490,175,380,314,371,280,387,102,32,248,473,470,677,101,926,1075,22,239,393,354,391,605,3752328632.0,1232403474.0,243421119,491295889.0,823223267.0,997867264.0,1680988356.0,747936211,2511025264.0,1887118227.0,87341730,712698848,1064796241.0,975579063.0,811413602.0,746314012.0,334984,123786,62719,63342,66573,69064,73286,67800,55986,31719,70035,60629,72116,132347,91924,272743,178903,23321,106123,115209,97643,66005,43340
72756,90,2347846387.0,41323,2787,816,553,499,437,647,652,576,242,0,259,1087,1780,473,2,1509,2093,32,69,268,300,759,2175,1712006535.0,635839852.0,0,242066600.0,805402989.0,960448263.0,337620164.0,2308371,873236655.0,1040802577.0,2970905,36604745,147682358.0,189259379.0,390824984.0,1146696860.0,30221,11102,5548,6736,4839,5767,7331,7568,3534,0,4889,12932,16350,7123,29,16582,20473,103,1000,3723,4526,7766,19942
26273,33,1317470930.0,85125,1092,208,270,197,183,185,261,124,85,0,323,446,258,228,45,988,313,0,89,207,334,327,344,1035301438.0,282169492.0,978610,259162940.0,358509029.0,292226923.0,335191219.0,71402209,913617759.0,263100848.0,0,104477825,216776166.0,316118027.0,266391232.0,272955358.0,69636,15489,15017,13767,12739,13933,14180,11156,4333,112,20711,21327,15694,19341,7940,60215,21275,0,8571,13334,26494,15272,17816
70735,85,10566843217.0,847135,2930,572,565,711,512,538,612,339,234,66,705,1150,740,656,190,1910,1595,14,309,403,436,938,1408,8216872631.0,2349970586.0,353799495,2151725467.0,1545055762.0,2136602418.0,2965253852.0,1414406223,5986134890.0,4400438485.0,27373487,1462460264,1649904957.0,1739045123.0,2215807235.0,3291982309.0,612031,235104,121672,122396,120158,118909,128896,121702,113402,34713,124471,123301,134589,275364,154697,560669,285996,4780,214840,193310,143744,150166,139825
99029,120,154208741997.0,4438982,3369,1535,726,867,590,633,568,856,682,207,672,1615,1511,749,151,2581,2323,7,434,877,889,1133,1561,116067379215.0,38141362782.0,857598151,25869972786.0,54123958227.0,54228158899.0,18066563687.0,1062490247,52697779237.0,49301319689.0,353910281,8216588039,17417558938.0,26923658919.0,17518807564.0,31568575181.0,2740998,1697984,506106,478443,670237,561884,524328,1159348,538636,5130,420260,1568776,1884551,551334,8931,2025529,1819429,31790,292012,818326,1396962,582218,723648
8084,10,622643129.0,18422,303,97,86,70,47,39,61,61,37,0,10,90,221,80,0,250,150,0,6,19,34,89,251,427137975.0,195505154.0,0,18945318.0,169981600.0,281890540.0,151825671.0,0,321412577.0,292021023.0,0,13156470,34680456.0,63545752.0,168665956.0,333384966.0,11579,6843,2896,1315,2105,2104,3159,4475,2368,0,526,5265,7105,5526,0,9473,8685,0,526,1052,1841,5000,9739
8084,10,273131849.0,4613,194,206,43,38,27,23,64,103,102,0,7,131,158,104,0,310,90,0,67,37,74,97,127,129702192.0,143429657.0,0,4725034.0,85485819.0,109533755.0,73387241.0,0,201796267.0,61562222.0,99474,41704643,28362640.0,47983964.0,62457493.0,82750271.0,2260,2353,559,499,346,322,534,1220,1133,0,73,1468,2065,1007,0,3384,1080,12,622,633,760,920,1517
16168,20,3237488200.0,64391,517,283,120,128,103,93,76,129,156,86,71,161,253,134,96,437,365,4,64,173,201,149,214,1844645645.0,1392842555.0,146305406,221378086.0,878916434.0,1241521235.0,585564344.0,163802695,1719647750.0,1036325195.0,16585612,262156857,355895458.0,742317487.0,538988457.0,840029081.0,36089,28302,7543,7209,6731,7877,6729,13614,14688,2181,5028,17577,24723,11575,3307,37971,21244,659,5704,8451,13524,10924,19960
131365,161,60045478963.0,2063896,4659,1850,779,918,888,1004,1080,1169,682,137,563,1911,2115,1590,187,3784,2722,31,621,971,993,1819,2070,44104055747.0,15941423216.0,1398875346,7779122074.0,21285109976.0,20064840603.0,8514253388.0,1003277576,30390126870.0,23568940601.0,86691126,5061403150,9434574831.0,6272152046.0,16601240961.0,16503005359.0,1511553,552343,284990,294779,304815,306352,320617,322090,230253,83389,215325,729152,533233,405125,97672,1249467,711312,9214,323470,422045,332419,396693,476945
78819,100,13371543823.0,979559,2628,1276,450,498,630,400,657,851,427,84,488,789,918,1411,225,1813,2091,7,504,477,765,1391,766,10022115465.0,3349428358.0,841930075,2371312866.0,2247249735.0,2525924259.0,3838205558.0,1546921330,6485836750.0,5278479532.0,60236952,1761359407,1999671310.0,2365178891.0,3324145453.0,2253724274.0,716125,263434,139605,138901,140751,141453,155415,133893,129541,75114,159510,140450,158912,292394,153179,574638,388795,10917,221221,184269,192994,219899,134128
24252,30,1616680031.0,141748,930,271,167,153,149,172,293,154,115,56,188,211,325,342,80,718,483,4,223,191,200,347,242,1254567567.0,362112464.0,88524151,353005465.0,335349470.0,414195961.0,339553570.0,86051414,919446556.0,694376039.0,4774502,208711876,227881505.0,263231017.0,463395791.0,445827904.0,106697,35051,23139,20595,21083,19830,22050,20776,14275,12197,30573,23774,27903,34943,12358,82948,58514,1015,31628,26248,20770,34099,27703
147533,182,260153532729.0,9258065,5421,1886,1124,917,1073,1266,1054,1067,820,73,631,1996,2474,1868,262,3407,3898,41,1407,1948,1404,1542,975,172819759950.0,87333772779.0,3641022125,21656429480.0,63969267303.0,90345856478.0,70593152509.0,9947804834,139214442035.0,101136104336.0,3257649263,47004217914,61039491736.0,61159998120.0,42138014965.0,25751174364.0,6909824,2348241,1313363,1322708,1355030,1417692,1501031,1354069,994172,441234,1588281,2179052,2068605,2175697,805196,5183110,3876237,88452,2578354,2698675,1783411,1220597,689841
28294,33,6471938720.0,132542,1115,286,321,179,252,183,180,241,45,0,587,224,329,201,61,851,550,1,24,59,461,330,527,4571666212.0,1900272508.0,0,3927522027.0,538931028.0,946999144.0,864958472.0,193528049,2950114524.0,2919705233.0,4627635,72472012,172511810.0,2594822595.0,368059145.0,2657326562.0,107557,24985,22047,19563,21606,21274,23067,14175,10810,0,12205,27542,31813,46378,14604,73775,49254,323,10970,21977,38346,24646,26771
82861,101,72787245012.0,1164126,3420,684,571,754,688,585,835,638,49,23,591,1473,1525,470,19,1424,2681,17,567,880,883,964,792,59268684341.0,13518560671.0,172932830,11994631885.0,22889834571.0,30239421749.0,7406970370.0,83453607,16047981045.0,48039029787.0,45235840,4969546924,6321326355.0,24002285379.0,11751211841.0,17000445636.0,1017872,146254,197265,187593,210258,219778,202978,115814,30440,941,192212,404887,427313,131250,7523,453878,623177,6391,225668,285484,187571,192896,179095
28294,36,5146150527.0,317593,1121,280,361,204,162,133,267,233,47,5,262,315,508,264,47,929,472,2,48,150,135,527,539,4262908193.0,883242334.0,61079568,746114423.0,1746615641.0,1349927497.0,867204703.0,375208695,3667536449.0,1173844946.0,29754461,321041962,408906869.0,518843258.0,2758732600.0,804102244.0,234859,82734,48330,40333,50263,49058,46875,46191,36543,15388,25415,46968,62226,91798,75798,163904,144542,9041,81560,71929,61646,49608,34667
175827,215,731713465086.0,25362408,6270,2438,1189,1230,1257,1301,1318,1516,922,177,684,2253,2925,2313,372,4108,4603,63,1515,2483,1663,1497,1508,508902759461.0,222810690323.0,19920617489,51328829459.0,159042845304.0,221383933403.0,219590637085.0,60446587044,321302844114.0,367100409489.0,6191268254,126171124079,175529109263.0,166478098672.0,121581904589.0,92451748738.0,18762786,6599622,3621700,3623621,3788631,3732181,3996653,4025585,2574037,1765943,2610651,4875472,5844099,7719499,2546744,12541457,12564184,261190,6592246,7526992,5166007,3540487,2018721
121260,148,62752899698.0,1335620,4867,1138,993,730,1089,1054,1007,660,481,40,646,1276,2033,1798,221,2989,3016,29,379,977,1868,1503,1254,44981826105.0,17771073593.0,463390618,21957149050.0,14006634690.0,17157676496.0,8915555125.0,252493719,35727394664.0,17372818032.0,48923573,2564867141,7128715829.0,10085002399.0,21496836811.0,11775866951.0,965519,370101,202734,187779,193405,185323,196278,211716,158385,20513,345190,323714,376668,239409,30126,751174,486758,9363,81263,203477,319779,368988,255062
88924,109,8394056371.0,496665,3458,948,874,505,472,891,719,752,199,149,403,778,1320,1381,378,2440,1962,20,469,831,956,1064,1066,6889284967.0,1504771404.0,289451523,1023597122.0,1565811115.0,2841651645.0,1872126657.0,801418309,5277309793.0,2147685714.0,31801245,920460451,2508182692.0,1566723360.0,1163528859.0,1234298902.0,365880,130785,76335,67743,71682,69798,80322,77129,53656,25297,57199,69639,84093,170394,90043,297643,194826,4947,114125,146795,93835,75172,57595
4042,3,106235151.0,11607,71,130,16,15,12,11,18,16,113,8,10,12,115,28,26,145,55,0,18,19,16,45,103,69311194.0,36923957.0,7997293,10107058.0,11653744.0,22769391.0,27911528.0,25796137,52471225.0,53763926.0,198782,17195826,18882237.0,15526398.0,43849805.0,10582103.0,8252,3355,1746,1856,1452,1301,1897,1713,1642,1008,2225,1444,1650,2795,2485,7265,4342,50,2964,2981,1988,3188,436
94987,116,10707430988.0,388301,3224,1480,585,602,613,670,759,741,743,61,712,1429,1788,657,60,3379,1328,43,406,370,771,1193,1934,6568170748.0,4139260240.0,117638193,1656037876.0,2864557103.0,4237882536.0,1715187594.0,116127686,6889573742.0,2910870923.0,189943619,1536346197,894818919.0,1628615545.0,2195330211.0,3355390179.0,251403,136898,49612,48619,49032,52218,51922,64854,72044,14911,54818,109085,131428,61904,16155,259021,113790,7239,63569,59384,60185,74113,108313
58609,73,1628289267.0,120828,2122,779,547,287,385,454,457,541,241,116,234,776,690,888,202,1521,1382,9,383,856,817,485,356,1197838139.0,430451128.0,80773100,193872704.0,355459229.0,341828098.0,478806945.0,177549191,919491436.0,588025379.0,8806776,355593131,414554524.0,274271595.0,291047492.0,163243298.0,89046,31782,17305,17435,17722,17788,18796,17483,14299,10845,19105,18499,18182,33535,20662,81960,38304,897,35325,34098,21564,19875,8506
36378,48,12793266927.0,828968,1456,344,463,247,313,247,193,231,111,91,452,531,369,209,150,1194,606,2,169,420,342,596,276,10063919665.0,2729347262.0,1027645515,2778197366.0,3009957933.0,2203748295.0,2277555347.0,1496162471,7317023553.0,4149927941.0,25163661,1500251841,3638904897.0,2308177253.0,2584016482.0,1410437358.0,584684,244284,111826,112126,117055,117110,126567,126632,117652,82909,142015,109930,125530,225150,143434,552748,274503,4697,187387,173031,153345,179514,129283
107113,134,33467966371.0,2625114,4100,1207,741,935,727,786,931,711,497,95,491,1427,1396,1539,361,2530,2776,19,567,975,994,1301,1452,26812520767.0,6655445604.0,1296214378,5360069330.0,9584910899.0,8608867132.0,6628597688.0,1989306944,14495598282.0,13546383453.0,108481842,4062681027,6199382973.0,4913911108.0,6216069997.0,6541454791.0,2046447,578667,420062,399173,385888,406285,435039,358287,220380,162176,552395,584681,548495,531479,245888,1362768,1151659,22631,556367,624414,466895,461322,382788
8084,10,1776241952.0,12104,373,29,111,130,53,13,65,29,0,16,234,64,85,0,0,93,307,0,6,8,9,22,355,1719195494.0,57046458.0,16787657,1345038624.0,207648577.0,201504506.0,5262588.0,0,216726542.0,1345906952.0,0,19208446,7893882.0,26997077.0,59204117.0,1449329971.0,11052,1052,2633,1842,2894,789,2894,1052,0,263,3157,4737,3684,263,0,4736,6053,0,789,263,1052,1578,7106
24252,30,1031981589.0,12740,966,235,190,205,195,222,154,173,63,0,47,311,487,339,20,335,867,0,107,91,177,403,422,829455948.0,202525641.0,0,21674859.0,216144641.0,451809271.0,306267631.0,36085187,144658563.0,806603252.0,0,24971115,28498687.0,102119396.0,405588744.0,390187371.0,9946,2794,1738,1985,1766,2418,2039,1709,1085,0,396,3663,5125,3477,79,2165,10161,0,543,1034,1347,4024,5391
78819,96,10365131624.0,667757,2882,1023,578,568,479,607,658,571,455,45,382,994,1377,996,114,1732,2170,16,176,406,830,1033,1449,7753236698.0,2611894926.0,113415168,1277849909.0,2565743621.0,3133179141.0,2946130289.0,328813496,5166324034.0,5144494886.0,39957075,472400778,1319883346.0,2577794093.0,2561886006.0,3338897621.0,516678,151079,108687,99200,99197,97524,112070,102529,48550,15008,92953,158022,188492,179924,33358,348980,318395,8757,59848,95983,154950,162436,185400
