,날짜,영화제목,영화평점
3529,2022-09-30,다만 악에서 구하소서,7.61
3530,2022-09-30,썸머 필름을 타고!,7.53
3531,2022-09-30,그린 나이트,7.22
3532,2022-09-30,놉,6.77
3533,2022-09-30,브로커,5.54
3534,2022-09-30,정직한 후보2,5.37
3535,2022-09-30,늑대사냥,4.34
3536,2022-10-01,탑건: 매버릭,9.77
3537,2022-10-01,인생은 뷰티풀: 비타돌체,9.73
3538,2022-10-01,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하 떡잎 학교,9.61
3539,2022-10-01,아바타 리마스터링,9.59
3540,2022-10-01,명탐정 코난: 할로윈의 신부,9.47
3541,2022-10-01,시월애,9.29
3542,2022-10-01,우리들,9.28
3543,2022-10-01,기적,9.25
3544,2022-10-01,극장판 주술회전 0,9.23
3545,2022-10-01,사랑은 비를 타고,9.21
3546,2022-10-01,인생은 아름다워,9.19
3547,2022-10-01,해피 투게더,9.18
3548,2022-10-01,미스비헤이비어,9.03
3549,2022-10-01,번지 점프를 하다,8.98
3550,2022-10-01,이별의 아침에 약속의 꽃을 장식하자,8.97
3551,2022-10-01,윤희에게,8.96
3552,2022-10-01,중경삼림,8.89
3553,2022-10-01,너의 이름은.,8.81
3554,2022-10-01,화양연화,8.80
3555,2022-10-01,소공녀,8.79
3556,2022-10-01,한산: 용의 출현,8.76
3557,2022-10-01,본 투 비 블루,8.73
3558,2022-10-01,접속,8.68
3559,2022-10-01,헤어질 결심,8.68
3560,2022-10-01,"지금, 이대로가 좋아요",8.64
3561,2022-10-01,육사오(6/45),8.63
3562,2022-10-01,공조2: 인터내셔날,8.63
3563,2022-10-01,라라랜드,8.62
3564,2022-10-01,헌트,8.41
3565,2022-10-01,초속5센티미터,8.36
3566,2022-10-01,큐어,8.32
3567,2022-10-01,비비안 마이어를 찾아서,8.32
3568,2022-10-01,리스본행 야간열차,8.31
3569,2022-10-01,킬 빌 - 1부,8.30
3570,2022-10-01,애프터 양,8.19
3571,2022-10-01,언어의 정원,8.17
3572,2022-10-01,릴리 슈슈의 모든 것,8.12
3573,2022-10-01,날씨의 아이,7.96
3574,2022-10-01,사랑할 땐 누구나 최악이 된다,7.72
3575,2022-10-01,킬 빌 - 2부,7.61
3576,2022-10-01,다만 악에서 구하소서,7.61
3577,2022-10-01,썸머 필름을 타고!,7.53
3578,2022-10-01,그린 나이트,7.22
3579,2022-10-01,놉,6.77
3580,2022-10-01,정직한 후보2,5.59
3581,2022-10-01,브로커,5.54
3582,2022-10-01,늑대사냥,4.35
3583,2022-10-02,탑건: 매버릭,9.77
3584,2022-10-02,인생은 뷰티풀: 비타돌체,9.73
3585,2022-10-02,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하 떡잎 학교,9.64
3586,2022-10-02,아바타 리마스터링,9.57
3587,2022-10-02,명탐정 코난: 할로윈의 신부,9.47
3588,2022-10-02,시월애,9.29
3589,2022-10-02,우리들,9.28
3590,2022-10-02,기적,9.25
3591,2022-10-02,극장판 주술회전 0,9.23
3592,2022-10-02,인생은 아름다워,9.23
3593,2022-10-02,사랑은 비를 타고,9.22
3594,2022-10-02,해피 투게더,9.18
3595,2022-10-02,미스비헤이비어,9.03
3596,2022-10-02,번지 점프를 하다,8.98
3597,2022-10-02,이별의 아침에 약속의 꽃을 장식하자,8.97
3598,2022-10-02,윤희에게,8.96
3599,2022-10-02,중경삼림,8.89
3600,2022-10-02,너의 이름은.,8.81
3601,2022-10-02,화양연화,8.80
3602,2022-10-02,소공녀,8.79
3603,2022-10-02,한산: 용의 출현,8.76
3604,2022-10-02,본 투 비 블루,8.73
3605,2022-10-02,접속,8.68
3606,2022-10-02,헤어질 결심,8.68
3607,2022-10-02,"지금, 이대로가 좋아요",8.64
3608,2022-10-02,육사오(6/45),8.63
3609,2022-10-02,공조2: 인터내셔날,8.63
3610,2022-10-02,라라랜드,8.62
3611,2022-10-02,헌트,8.40
3612,2022-10-02,너의 췌장을 먹고 싶어,8.37
3613,2022-10-02,초속5센티미터,8.36
3614,2022-10-02,큐어,8.32
3615,2022-10-02,비비안 마이어를 찾아서,8.32
3616,2022-10-02,리스본행 야간열차,8.31
3617,2022-10-02,킬 빌 - 1부,8.30
3618,2022-10-02,애프터 양,8.19
3619,2022-10-02,언어의 정원,8.17
3620,2022-10-02,릴리 슈슈의 모든 것,8.12
3621,2022-10-02,날씨의 아이,7.96
3622,2022-10-02,사랑할 땐 누구나 최악이 된다,7.73
3623,2022-10-02,킬 빌 - 2부,7.61
3624,2022-10-02,다만 악에서 구하소서,7.61
3625,2022-10-02,썸머 필름을 타고!,7.53
3626,2022-10-02,그린 나이트,7.22
3627,2022-10-02,놉,6.77
3628,2022-10-02,정직한 후보2,5.72
3629,2022-10-02,브로커,5.54
3630,2022-10-02,늑대사냥,4.38
3631,2022-10-03,탑건: 매버릭,9.77
3632,2022-10-03,인생은 뷰티풀: 비타돌체,9.72
3633,2022-10-03,아바타 리마스터링,9.56
3634,2022-10-03,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.55
3635,2022-10-03,명탐정 코난: 할로윈의 신부,9.47
3636,2022-10-03,시월애,9.29
3637,2022-10-03,인생은 아름다워,9.28
3638,2022-10-03,우리들,9.28
3639,2022-10-03,기적,9.25
3640,2022-10-03,극장판 주술회전 0,9.23
3641,2022-10-03,사랑은 비를 타고,9.22
3642,2022-10-03,해피 투게더,9.18
3643,2022-10-03,미스비헤이비어,9.03
3644,2022-10-03,번지 점프를 하다,8.98
3645,2022-10-03,이별의 아침에 약속의 꽃을 장식하자,8.97
3646,2022-10-03,윤희에게,8.96
3647,2022-10-03,중경삼림,8.89
3648,2022-10-03,너의 이름은.,8.81
3649,2022-10-03,화양연화,8.80
3650,2022-10-03,소공녀,8.79
3651,2022-10-03,한산: 용의 출현,8.76
3652,2022-10-03,접속,8.68
3653,2022-10-03,헤어질 결심,8.68
3654,2022-10-03,"지금, 이대로가 좋아요",8.64
3655,2022-10-03,육사오(6/45),8.63
3656,2022-10-03,공조2: 인터내셔날,8.63
3657,2022-10-03,라라랜드,8.62
3658,2022-10-03,헌트,8.40
3659,2022-10-03,너의 췌장을 먹고 싶어,8.37
3660,2022-10-03,초속5센티미터,8.36
3661,2022-10-03,큐어,8.32
3662,2022-10-03,비비안 마이어를 찾아서,8.32
3663,2022-10-03,리스본행 야간열차,8.31
3664,2022-10-03,애프터 양,8.19
3665,2022-10-03,언어의 정원,8.17
3666,2022-10-03,릴리 슈슈의 모든 것,8.12
3667,2022-10-03,날씨의 아이,7.96
3668,2022-10-03,사랑할 땐 누구나 최악이 된다,7.73
3669,2022-10-03,다만 악에서 구하소서,7.61
3670,2022-10-03,썸머 필름을 타고!,7.53
3671,2022-10-03,아사코,7.30
3672,2022-10-03,그린 나이트,7.22
3673,2022-10-03,놉,6.77
3674,2022-10-03,정직한 후보2,5.83
3675,2022-10-03,브로커,5.54
3676,2022-10-03,늑대사냥,4.38
3677,2022-10-04,탑건: 매버릭,9.77
3678,2022-10-04,인생은 뷰티풀: 비타돌체,9.72
3679,2022-10-04,아바타 리마스터링,9.56
3680,2022-10-04,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.54
3681,2022-10-04,명탐정 코난: 할로윈의 신부,9.47
3682,2022-10-04,시월애,9.29
3683,2022-10-04,우리들,9.28
3684,2022-10-04,인생은 아름다워,9.27
3685,2022-10-04,기적,9.25
3686,2022-10-04,극장판 주술회전 0,9.23
3687,2022-10-04,사랑은 비를 타고,9.22
3688,2022-10-04,해피 투게더,9.18
3689,2022-10-04,인터스텔라,9.11
3690,2022-10-04,미스비헤이비어,9.03
3691,2022-10-04,번지 점프를 하다,8.98
3692,2022-10-04,이별의 아침에 약속의 꽃을 장식하자,8.97
3693,2022-10-04,윤희에게,8.96
3694,2022-10-04,중경삼림,8.89
3695,2022-10-04,너의 이름은.,8.81
3696,2022-10-04,화양연화,8.81
3697,2022-10-04,아멜리에,8.80
3698,2022-10-04,소공녀,8.79
3699,2022-10-04,한산: 용의 출현,8.76
3700,2022-10-04,본 투 비 블루,8.73
3701,2022-10-04,접속,8.68
3702,2022-10-04,헤어질 결심,8.68
3703,2022-10-04,"지금, 이대로가 좋아요",8.64
3704,2022-10-04,육사오(6/45),8.63
3705,2022-10-04,공조2: 인터내셔날,8.63
3706,2022-10-04,라라랜드,8.62
3707,2022-10-04,헌트,8.39
3708,2022-10-04,너의 췌장을 먹고 싶어,8.37
3709,2022-10-04,초속5센티미터,8.36
3710,2022-10-04,큐어,8.32
3711,2022-10-04,비비안 마이어를 찾아서,8.32
3712,2022-10-04,리스본행 야간열차,8.31
3713,2022-10-04,애프터 양,8.19
3714,2022-10-04,언어의 정원,8.17
3715,2022-10-04,테넷,8.14
3716,2022-10-04,릴리 슈슈의 모든 것,8.12
3717,2022-10-04,날씨의 아이,7.97
3718,2022-10-04,듄,7.95
3719,2022-10-04,사랑할 땐 누구나 최악이 된다,7.75
3720,2022-10-04,다만 악에서 구하소서,7.61
3721,2022-10-04,썸머 필름을 타고!,7.54
3722,2022-10-04,아사코,7.30
3723,2022-10-04,그린 나이트,7.23
3724,2022-10-04,놉,6.77
3725,2022-10-04,정직한 후보2,5.87
3726,2022-10-04,브로커,5.54
3727,2022-10-05,탑건: 매버릭,9.77
3728,2022-10-05,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.53
3729,2022-10-05,명탐정 코난: 할로윈의 신부,9.47
3730,2022-10-05,시월애,9.29
3731,2022-10-05,우리들,9.28
3732,2022-10-05,인생은 아름다워,9.25
3733,2022-10-05,극장판 주술회전 0,9.23
3734,2022-10-05,사랑은 비를 타고,9.22
3735,2022-10-05,해피 투게더,9.18
3736,2022-10-05,인터스텔라,9.11
3737,2022-10-05,꽃다발 같은 사랑을 했다,9.04
3738,2022-10-05,미스비헤이비어,9.03
3739,2022-10-05,번지 점프를 하다,8.98
3740,2022-10-05,이별의 아침에 약속의 꽃을 장식하자,8.97
3741,2022-10-05,윤희에게,8.96
3742,2022-10-05,중경삼림,8.89
3743,2022-10-05,너의 이름은.,8.81
3744,2022-10-05,화양연화,8.81
3745,2022-10-05,아멜리에,8.80
3746,2022-10-05,소공녀,8.79
3747,2022-10-05,한산: 용의 출현,8.76
3748,2022-10-05,본 투 비 블루,8.73
3749,2022-10-05,블레이드 러너,8.73
3750,2022-10-05,접속,8.69
3751,2022-10-05,헤어질 결심,8.68
3752,2022-10-05,"지금, 이대로가 좋아요",8.64
3753,2022-10-05,육사오(6/45),8.62
3754,2022-10-05,라라랜드,8.62
3755,2022-10-05,공조2: 인터내셔날,8.62
3756,2022-10-05,헌트,8.39
3757,2022-10-05,너의 췌장을 먹고 싶어,8.37
3758,2022-10-05,초속5센티미터,8.36
3759,2022-10-05,큐어,8.32
3760,2022-10-05,비비안 마이어를 찾아서,8.32
3761,2022-10-05,리스본행 야간열차,8.31
3762,2022-10-05,애프터 양,8.19
3763,2022-10-05,언어의 정원,8.17
3764,2022-10-05,테넷,8.14
3765,2022-10-05,릴리 슈슈의 모든 것,8.12
3766,2022-10-05,날씨의 아이,7.97
3767,2022-10-05,듄,7.95
3768,2022-10-05,DC 리그 오브 슈퍼-펫,7.79
3769,2022-10-05,사랑할 땐 누구나 최악이 된다,7.76
3770,2022-10-05,다만 악에서 구하소서,7.61
3771,2022-10-05,썸머 필름을 타고!,7.54
3772,2022-10-05,아사코,7.30
3773,2022-10-05,그린 나이트,7.23
3774,2022-10-05,놉,6.78
3775,2022-10-05,정직한 후보2,5.84
3776,2022-10-05,브로커,5.54
3777,2022-10-06,탑건: 매버릭,9.77
3778,2022-10-06,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.53
3779,2022-10-06,명탐정 코난: 할로윈의 신부,9.46
3780,2022-10-06,시월애,9.29
3781,2022-10-06,우리들,9.28
3782,2022-10-06,인생은 아름다워,9.23
3783,2022-10-06,극장판 주술회전 0,9.23
3784,2022-10-06,사랑은 비를 타고,9.22
3785,2022-10-06,해피 투게더,9.18
3786,2022-10-06,코다,9.14
3787,2022-10-06,인터스텔라,9.11
3788,2022-10-06,꽃다발 같은 사랑을 했다,9.04
3789,2022-10-06,미스비헤이비어,9.03
3790,2022-10-06,번지 점프를 하다,8.98
3791,2022-10-06,이별의 아침에 약속의 꽃을 장식하자,8.97
3792,2022-10-06,윤희에게,8.96
3793,2022-10-06,중경삼림,8.89
3794,2022-10-06,너의 이름은.,8.81
3795,2022-10-06,화양연화,8.81
3796,2022-10-06,아멜리에,8.80
3797,2022-10-06,소공녀,8.79
3798,2022-10-06,한산: 용의 출현,8.76
3799,2022-10-06,본 투 비 블루,8.73
3800,2022-10-06,블레이드 러너,8.73
3801,2022-10-06,접속,8.69
3802,2022-10-06,헤어질 결심,8.68
3803,2022-10-06,"지금, 이대로가 좋아요",8.64
3804,2022-10-06,라라랜드,8.62
3805,2022-10-06,공조2: 인터내셔날,8.62
3806,2022-10-06,육사오(6/45),8.62
3807,2022-10-06,헌트,8.39
3808,2022-10-06,너의 췌장을 먹고 싶어,8.37
3809,2022-10-06,초속5센티미터,8.36
3810,2022-10-06,큐어,8.32
3811,2022-10-06,비비안 마이어를 찾아서,8.32
3812,2022-10-06,리스본행 야간열차,8.31
3813,2022-10-06,애프터 양,8.19
3814,2022-10-06,언어의 정원,8.17
3815,2022-10-06,테넷,8.14
3816,2022-10-06,릴리 슈슈의 모든 것,8.12
3817,2022-10-06,날씨의 아이,7.97
3818,2022-10-06,듄,7.95
3819,2022-10-06,사랑할 땐 누구나 최악이 된다,7.75
3820,2022-10-06,다만 악에서 구하소서,7.61
3821,2022-10-06,썸머 필름을 타고!,7.54
3822,2022-10-06,아사코,7.30
3823,2022-10-06,그린 나이트,7.23
3824,2022-10-06,놉,6.77
3825,2022-10-06,정직한 후보2,5.84
3826,2022-10-06,브로커,5.54
3827,2022-10-07,탑건: 매버릭,9.77
3828,2022-10-07,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.53
3829,2022-10-07,명탐정 코난: 할로윈의 신부,9.47
3830,2022-10-07,시월애,9.29
3831,2022-10-07,우리들,9.28
3832,2022-10-07,극장판 주술회전 0,9.23
3833,2022-10-07,인생은 아름다워,9.23
3834,2022-10-07,사랑은 비를 타고,9.22
3835,2022-10-07,해피 투게더,9.18
3836,2022-10-07,코다,9.14
3837,2022-10-07,인터스텔라,9.11
3838,2022-10-07,꽃다발 같은 사랑을 했다,9.05
3839,2022-10-07,미스비헤이비어,9.03
3840,2022-10-07,번지 점프를 하다,8.98
3841,2022-10-07,이별의 아침에 약속의 꽃을 장식하자,8.97
3842,2022-10-07,윤희에게,8.96
3843,2022-10-07,중경삼림,8.89
3844,2022-10-07,너의 이름은.,8.81
3845,2022-10-07,화양연화,8.81
3846,2022-10-07,아멜리에,8.80
3847,2022-10-07,소공녀,8.79
3848,2022-10-07,한산: 용의 출현,8.76
3849,2022-10-07,본 투 비 블루,8.73
3850,2022-10-07,블레이드 러너,8.72
3851,2022-10-07,접속,8.69
3852,2022-10-07,헤어질 결심,8.68
3853,2022-10-07,"지금, 이대로가 좋아요",8.64
3854,2022-10-07,라라랜드,8.62
3855,2022-10-07,공조2: 인터내셔날,8.62
3856,2022-10-07,육사오(6/45),8.61
3857,2022-10-07,헌트,8.39
3858,2022-10-07,너의 췌장을 먹고 싶어,8.37
3859,2022-10-07,초속5센티미터,8.36
3860,2022-10-07,큐어,8.32
3861,2022-10-07,비비안 마이어를 찾아서,8.32
3862,2022-10-07,리스본행 야간열차,8.31
3863,2022-10-07,애프터 양,8.19
3864,2022-10-07,언어의 정원,8.17
3865,2022-10-07,테넷,8.14
3866,2022-10-07,릴리 슈슈의 모든 것,8.12
3867,2022-10-07,날씨의 아이,7.97
3868,2022-10-07,듄,7.95
3869,2022-10-07,사랑할 땐 누구나 최악이 된다,7.76
3870,2022-10-07,다만 악에서 구하소서,7.61
3871,2022-10-07,썸머 필름을 타고!,7.54
3872,2022-10-07,아사코,7.30
3873,2022-10-07,그린 나이트,7.23
3874,2022-10-07,놉,6.77
3875,2022-10-07,정직한 후보2,5.85
3876,2022-10-07,브로커,5.54
3877,2022-10-08,탑건: 매버릭,9.77
3878,2022-10-08,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.51
3879,2022-10-08,명탐정 코난: 할로윈의 신부,9.47
3880,2022-10-08,시월애,9.29
3881,2022-10-08,인생은 아름다워,9.24
3882,2022-10-08,극장판 주술회전 0,9.23
3883,2022-10-08,사랑은 비를 타고,9.23
3884,2022-10-08,해피 투게더,9.18
3885,2022-10-08,코다,9.14
3886,2022-10-08,인터스텔라,9.11
3887,2022-10-08,꽃다발 같은 사랑을 했다,9.05
3888,2022-10-08,미스비헤이비어,9.03
3889,2022-10-08,번지 점프를 하다,8.98
3890,2022-10-08,이별의 아침에 약속의 꽃을 장식하자,8.97
3891,2022-10-08,윤희에게,8.96
3892,2022-10-08,중경삼림,8.89
3893,2022-10-08,화양연화,8.81
3894,2022-10-08,너의 이름은.,8.81
3895,2022-10-08,아멜리에,8.80
3896,2022-10-08,소공녀,8.79
3897,2022-10-08,한산: 용의 출현,8.76
3898,2022-10-08,블레이드 러너,8.72
3899,2022-10-08,접속,8.69
3900,2022-10-08,헤어질 결심,8.68
3901,2022-10-08,"지금, 이대로가 좋아요",8.64
3902,2022-10-08,라라랜드,8.62
3903,2022-10-08,공조2: 인터내셔날,8.62
3904,2022-10-08,육사오(6/45),8.60
3905,2022-10-08,헌트,8.39
3906,2022-10-08,너의 췌장을 먹고 싶어,8.37
3907,2022-10-08,초속5센티미터,8.36
3908,2022-10-08,큐어,8.32
3909,2022-10-08,비비안 마이어를 찾아서,8.32
3910,2022-10-08,리스본행 야간열차,8.31
3911,2022-10-08,애프터 양,8.19
3912,2022-10-08,언어의 정원,8.17
3913,2022-10-08,테넷,8.14
3914,2022-10-08,릴리 슈슈의 모든 것,8.12
3915,2022-10-08,날씨의 아이,7.97
3916,2022-10-08,듄,7.95
3917,2022-10-08,사랑할 땐 누구나 최악이 된다,7.75
3918,2022-10-08,다만 악에서 구하소서,7.61
3919,2022-10-08,썸머 필름을 타고!,7.55
3920,2022-10-08,그린 나이트,7.23
3921,2022-10-08,놉,6.77
3922,2022-10-08,정직한 후보2,5.86
3923,2022-10-08,브로커,5.54
3924,2022-10-08,늑대사냥,4.41
