거래일자,법정동,도로명,아파트,층,전용면적,건축년도,거래금액
2019-12-10,하계동,섬밭로,우성,14,127.22,1988,83000
2019-12-12,하계동,섬밭로,현대,6,84.95,1988,71800
2019-12-12,하계동,섬밭로,건영,9,74.58,1988,55000
2019-12-14,하계동,섬밭로,우성,11,84.91,1988,67800
2019-12-14,하계동,섬밭로,현대,2,84.96,1988,72000
2019-12-16,하계동,섬밭로,우성,15,84.91,1988,65000
2019-12-17,하계동,섬밭로,건영,2,74.58,1988,54800
2019-12-20,하계동,섬밭로,건영,8,65.43,1988,52000
2019-12-21,하계동,섬밭로,건영,13,53.14,1988,38000
2019-12-21,하계동,섬밭로,우성,12,84.91,1988,69500
2019-12-28,하계동,섬밭로,우성,1,84.91,1988,65000
2019-12-31,하계동,섬밭로,건영,3,45.55,1988,30200
2019-12-02,상계동,동일로216길,한양,14,87.49,1988,55000
2019-12-02,상계동,누원로,수락리버시티4단지,13,84.81,2009,47500
2019-12-02,상계동,노원로26나길,문수해오름,4,83.24,2003,41600
2019-12-04,상계동,덕릉로70가길,중계센트럴파크,2,84.75,2016,72000
2019-12-06,상계동,상계로5길,동양엔파트,14,84.88,2003,76000
2019-12-09,상계동,한글비석로46나길,금호타운,2,84.66,1995,41500
2019-12-09,상계동,한글비석로46나길,금호타운,4,84.66,1995,42900
2019-12-12,상계동,동일로248길,수락파크빌,6,114.82,2001,71200
2019-12-12,상계동,누원로,수락리버시티4단지,7,84.69,2009,49200
2019-12-13,상계동,동일로216길,한양,11,86.62,1988,59800
2019-12-16,상계동,한글비석로46나길,금호타운,10,84.66,1995,42500
2019-12-16,상계동,한글비석로46나길,금호타운,9,84.39,1995,44500
2019-12-20,상계동,동일로216길,한양,13,87.49,1988,58000
2019-12-21,상계동,덕릉로70가길,중계센트럴파크,13,84.75,2016,75000
2019-12-23,상계동,동일로216길,한양,6,87.49,1988,60000
2019-12-31,상계동,동일로216길,한양,3,86.62,1988,60000
2019-12-02,중계동,덕릉로,정진아트리움,6,84.95,2008,38250
2019-12-05,중계동,섬밭로,경남,11,74.2,1989,55500
2019-12-05,중계동,섬밭로,경남,8,74.2,1989,56000
2019-12-06,중계동,섬밭로,경남,12,74.2,1989,56000
2019-12-06,중계동,섬밭로,경남,9,114.57,1989,79500
2019-12-09,중계동,섬밭로,경남,5,50.97,1989,38000
2019-12-10,중계동,한글비석로,대호,15,84.93,2000,48250
2019-12-13,중계동,중계로14나길,삼성,7,114.49,1999,71000
2019-12-13,중계동,중계로14나길,삼성,8,59.9,1999,38000
2019-12-14,중계동,중계로14나길,삼성,6,59.9,1999,39400
2019-12-14,중계동,중계로14나길,삼성,6,59.9,1999,40500
2019-12-16,중계동,중계로8길,현대그린,2,84.99,1998,38000
2019-12-23,중계동,중계로8길,현대그린,1,84.99,1998,39000
2019-12-23,중계동,섬밭로,경남,6,84.97,1989,68500
2019-12-27,중계동,섬밭로,경남,4,50.97,1989,37000
2019-12-28,중계동,섬밭로,경남,12,50.97,1989,38400
2019-12-28,중계동,섬밭로,경남,1,50.97,1989,35000
2019-12-28,중계동,중계로14나길,삼성,2,59.9,1999,37000
2019-10-01,녹번동,통일로,래미안베라힐즈,5,59.98,2018,77800
2019-10-09,녹번동,통일로,래미안베라힐즈,11,59.98,2018,79000
2019-10-12,녹번동,통일로,녹번JR아파트,16,59.866,2002,46600
2019-10-20,녹번동,통일로,래미안베라힐즈,14,59.98,2018,80000
2019-10-01,불광동,통일로,북한산 힐스테이트7차,15,84.891,2011,85000
2019-10-01,불광동,통일로80길,베로니스,10,28.84,2019,28434
2019-10-03,불광동,불광로2길,북한산힐스테이트1차아파트,2,84.734,2009,63000
2019-10-03,불광동,통일로80길,베로니스,5,23.71,2019,22100
2019-10-03,불광동,통일로80길,베로니스,8,28.84,2019,27234
2019-10-04,불광동,불광로,북한산현대힐스테이트3차아파트,3,59.99,2010,58000
2019-10-04,불광동,통일로80길,베로니스,5,28.84,2019,25687
2019-10-04,불광동,통일로,북한산 힐스테이트7차,12,59.981,2011,69000
2019-10-05,불광동,불광로,태양아파트,3,84.64,2004,45800
2019-10-06,불광동,통일로,북한산 힐스테이트7차,10,84.947,2011,88000
2019-10-06,불광동,통일로80길,베로니스,9,26.35,2019,26152
2019-10-07,불광동,통일로80길,베로니스,12,17.9,2019,16676
2019-10-08,불광동,통일로80길,베로니스,7,28.84,2019,27234
2019-10-09,불광동,통일로,북한산 힐스테이트7차,12,84.947,2011,87000
2019-10-09,불광동,불광로,북한산현대힐스테이트3차아파트,3,59.99,2010,59500
2019-10-09,불광동,통일로80길,베로니스,6,28.84,2019,25687
2019-10-10,불광동,통일로,북한산 힐스테이트7차,16,84.947,2011,85000
2019-10-12,불광동,통일로80길,베로니스,10,17.9,2019,16676
2019-10-12,불광동,불광로,북한산대창센시티,9,59.85,2004,44000
2019-10-12,불광동,불광로,북한산대창센시티,12,84.72,2004,51900
2019-10-12,불광동,불광로,북한산현대힐스테이트3차아파트,4,59.99,2010,57800
2019-10-13,불광동,통일로80길,베로니스,6,23.71,2019,23574
2019-10-14,불광동,통일로,북한산 힐스테이트7차,3,84.813,2011,83000
2019-10-14,불광동,통일로80길,베로니스,10,28.84,2019,28359
2019-10-14,불광동,통일로80길,베로니스,5,28.84,2019,25854
2019-10-16,불광동,통일로,북한산 힐스테이트7차,12,84.986,2011,83500
2019-10-16,불광동,통일로80길,베로니스,8,28.84,2019,27190
2019-10-16,불광동,통일로80길,베로니스,6,28.84,2019,25854
2019-10-20,불광동,통일로80길,베로니스,3,28.84,2019,25687
2019-10-20,불광동,불광로,북한산현대힐스테이트3차아파트,11,84.98,2010,69500
2019-10-21,불광동,통일로80길,베로니스,7,28.84,2019,27190
2019-10-21,불광동,통일로80길,베로니스,10,28.84,2019,28377
2019-10-21,불광동,통일로80길,베로니스,11,28.84,2019,28359
2019-10-21,불광동,통일로80길,베로니스,9,28.84,2019,27190
2019-10-21,불광동,통일로80길,베로니스,11,28.84,2019,28377
2019-10-21,불광동,통일로,북한산 힐스테이트7차,5,84.813,2011,83600
2019-10-22,불광동,통일로80길,베로니스,4,28.84,2019,25914
2019-10-23,불광동,불광로2길,북한산힐스테이트1차아파트,2,59.817,2009,60000
2019-10-23,불광동,통일로80길,베로니스,3,26.35,2019,24930
2019-10-25,불광동,불광로,북한산현대힐스테이트3차아파트,6,129.46,2010,80000
2019-10-25,불광동,통일로,북한산 힐스테이트7차,6,84.947,2011,85500
2019-10-25,불광동,통일로80길,베로니스,6,27.97,2019,27134
2019-10-25,불광동,불광로2길,북한산힐스테이트1차아파트,4,84.369,2009,65000
2019-10-26,불광동,통일로,북한산 힐스테이트7차,2,84.891,2011,83000
2019-10-26,불광동,통일로80길,베로니스,12,26.35,2019,27474
2019-10-27,불광동,통일로80길,베로니스,5,28.84,2019,25914
2019-10-03,구산동,갈현로11길,경남아너스빌,3,84.69,2004,43300
2019-10-19,구산동,갈현로11길,경남아너스빌,1,84.69,2004,41000
2019-10-19,구산동,갈현로11길,경남아너스빌,1,84.69,2004,41500
2019-10-01,대조동,서오릉로,삼성타운,14,59.4,1997,41000
2019-10-03,대조동,서오릉로,삼성타운,19,59.4,1997,41000
2019-10-14,대조동,서오릉로,삼성타운,9,59.4,1997,41000
2019-10-26,대조동,서오릉로,삼성타운,14,59.4,1997,41500
2019-10-07,응암동,백련산로,대주파크빌,9,84.92,2003,49700
2019-10-08,응암동,가좌로7나길,경남,6,59.36,1995,28000
2019-10-08,응암동,가좌로7나길,경남,6,59.36,1995,28000
2019-10-11,응암동,가좌로7나길,우성,12,115.67,1988,44800
2019-10-12,응암동,가좌로7나길,우성,9,64.62,1988,32000
2019-10-12,응암동,응암로,명남더블레스,9,51.28,2012,36900
2019-10-13,응암동,백련산로,대주파크빌,5,84.92,2003,47000
2019-10-14,응암동,응암로,벧엘블레스빌,11,84.9,2006,44000
2019-10-17,응암동,백련산로,대주파크빌,2,84.92,2003,46500
2019-10-18,응암동,백련산로,녹번역센트레빌,14,84.9,2013,66000
2019-10-19,응암동,가좌로7나길,우성,7,80.99,1988,40700
2019-10-21,응암동,은평로8길,신진뉴캐슬,2,87.76,2004,31000
2019-10-21,응암동,은평로,경향렉스빌,22,110.718,2004,52400
2019-10-23,응암동,백련산로,대주파크빌,13,59.66,2003,43500
2019-10-26,응암동,은평로,삼영N-CITY,10,45.91,2015,30700
2019-10-29,응암동,응암로,미소세상,5,59.96,2017,39500
2019-10-05,역촌동,갈현로3나길,역촌센트레빌,5,84.89,2011,57000
2019-10-06,역촌동,갈현로3나길,역촌센트레빌,4,84.99,2011,56000
2019-10-08,역촌동,연서로,센타폴리스,3,136.83,2004,61250
2019-10-08,역촌동,연서로,리더스파크,14,82.45,2006,59800
2019-10-14,역촌동,갈현로11길,현대타운,8,162.98,1996,41000
2019-10-21,역촌동,연서로,센타폴리스,3,84.97,2004,54300
2019-10-23,역촌동,갈현로3나길,역촌센트레빌,9,84.89,2011,55000
2019-10-25,역촌동,갈현로3나길,역촌센트레빌,10,84.89,2011,55000
2019-10-26,역촌동,갈현로3나길,역촌센트레빌,8,84.89,2011,56200
2019-10-05,신사동,증산로15길,신성,13,61.32,1988,27700
2019-10-13,신사동,증산로15길,신성,11,61.32,1988,28500
2019-10-17,신사동,증산로15길,신성,4,61.32,1988,27400
2019-10-26,신사동,증산로15길,신성,10,82.74,1988,35200
2019-10-27,신사동,증산로15길,신성,12,61.32,1988,29600
2019-10-02,증산동,증산로,디오반,2,14.46,2011,11000
2019-10-04,증산동,증산로,디오반,7,14.46,2011,12400
2019-10-08,증산동,증산서길,두산위브,7,84.4215,2005,68000
2019-10-11,증산동,증산로3길,DMC우방,11,59.91,2000,52000
2019-10-23,증산동,증산로3길,DMC우방,7,59.91,2000,52000
2019-10-09,진관동,진관3로,힐데스하임,14,42.24,2017,46000
2019-11-02,녹번동,통일로,녹번JR아파트,8,59.866,2002,44800
2019-11-12,녹번동,통일로,래미안베라힐즈,14,84.95,2018,85000
2019-11-16,녹번동,통일로,래미안베라힐즈,15,59.98,2018,82000
2019-11-18,녹번동,통일로,녹번JR아파트,15,59.866,2002,47000
2019-11-18,녹번동,통일로,래미안베라힐즈,4,59.99,2018,78000
2019-11-23,녹번동,통일로,녹번JR아파트,10,59.866,2002,46000
2019-11-25,녹번동,통일로,래미안베라힐즈,10,84.95,2018,105000
2019-11-29,녹번동,통일로,녹번JR아파트,16,59.866,2002,48000
2019-11-29,녹번동,통일로,래미안베라힐즈,10,114.99,2018,127000
2019-11-01,불광동,불광로,북한산현대힐스테이트3차아파트,12,59.99,2010,60000
2019-11-01,불광동,통일로80길,베로니스,11,17.9,2019,16676
2019-11-02,불광동,통일로,북한산 힐스테이트7차,8,84.947,2011,89000
2019-11-02,불광동,통일로80길,베로니스,11,23.71,2019,24845
2019-11-04,불광동,통일로,북한산 힐스테이트7차,9,59.981,2011,73300
2019-11-04,불광동,통일로80길,베로니스,9,28.84,2019,27234
2019-11-05,불광동,불광로,북한산현대힐스테이트3차아파트,13,59.99,2010,63500
2019-11-07,불광동,통일로,북한산 힐스테이트7차,8,59.981,2011,72500
2019-11-07,불광동,통일로,북한산 힐스테이트7차,1,114.977,2011,89900
2019-11-08,불광동,불광로,북한산현대힐스테이트3차아파트,2,59.99,2010,58700
2019-11-08,불광동,불광로2길,북한산힐스테이트1차아파트,8,84.734,2009,73000
2019-11-09,불광동,불광로,북한산현대힐스테이트3차아파트,5,84.98,2010,66000
2019-11-10,불광동,통일로80길,베로니스,9,23.71,2019,23574
2019-11-10,불광동,불광로,북한산현대힐스테이트3차아파트,3,59.99,2010,62000
2019-11-11,불광동,불광로2길,북한산힐스테이트1차아파트,3,59.817,2009,58800
2019-11-11,불광동,통일로80길,베로니스,3,28.84,2019,25854
2019-11-11,불광동,통일로80길,베로니스,9,28.84,2019,27046
2019-11-12,불광동,불광로2길,북한산힐스테이트1차아파트,8,84.734,2009,69900
2019-11-12,불광동,불광로,북한산현대힐스테이트3차아파트,8,59.99,2010,63000
2019-11-14,불광동,통일로80길,베로니스,12,28.84,2019,28377
2019-11-14,불광동,통일로,북한산 힐스테이트7차,3,84.947,2011,88000
2019-11-14,불광동,통일로,북한산 힐스테이트7차,17,84.947,2011,89500
2019-11-14,불광동,불광로,북한산현대힐스테이트3차아파트,4,115.41,2010,78000
2019-11-16,불광동,통일로,해피플러스1,5,40.41,2005,17000
2019-11-16,불광동,통일로,북한산 힐스테이트7차,4,84.986,2011,84500
2019-11-16,불광동,불광로,북한산대창센시티,7,59.85,2004,42500
2019-11-16,불광동,불광로,북한산현대힐스테이트3차아파트,14,84.98,2010,75000
2019-11-18,불광동,불광로,북한산대창센시티,11,84.72,2004,51000
2019-11-18,불광동,불광로,북한산현대힐스테이트3차아파트,5,59.99,2010,63000
2019-11-19,불광동,불광로,대호아파트,9,84.81,1999,53000
2019-11-20,불광동,통일로80길,베로니스,7,26.35,2019,26152
2019-11-21,불광동,통일로80길,베로니스,8,28.84,2019,27046
2019-11-22,불광동,불광로,북한산대창센시티,16,59.85,2004,45800
2019-11-22,불광동,통일로80길,베로니스,12,28.84,2019,28359
2019-11-23,불광동,불광로,북한산현대힐스테이트3차아파트,14,115.41,2010,82000
2019-11-25,불광동,통일로,북한산 힐스테이트7차,6,84.891,2011,85500
2019-11-27,불광동,불광로,북한산현대힐스테이트3차아파트,5,84.98,2010,72700
2019-11-28,불광동,불광로2길,북한산힐스테이트1차아파트,7,114.942,2009,80000
2019-11-29,불광동,통일로80길,베로니스,4,23.71,2019,19800
2019-11-29,불광동,불광로20길,현대아파트,4,134.17,1993,41000
2019-11-30,불광동,통일로80길,베로니스,11,24.9,2019,26844
2019-11-30,불광동,불광로,북한산현대힐스테이트3차아파트,7,59.99,2010,62500
2019-11-03,갈현동,갈현로23길,한솔,3,59.94,1997,27200
2019-11-05,갈현동,연서로,동광갈현베르빌,4,134.715,2004,59000
2019-11-11,갈현동,연서로,동광갈현베르빌,8,134.715,2004,65000
2019-11-21,갈현동,갈현로23길,한솔,5,84.93,1997,37000
2019-11-21,갈현동,갈현로23길,한솔,14,59.94,1997,29100
2019-11-25,갈현동,연서로29길,골드스타,7,17.36,2014,12500
2019-11-25,갈현동,연서로29길,골드스타,7,12.48,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,7,12.23,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,4,12.44,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,4,17.36,2014,12500
2019-11-25,갈현동,연서로29길,골드스타,4,12.23,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,4,12.48,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,5,12.44,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,5,17.36,2014,12500
2019-11-25,갈현동,연서로29길,골드스타,5,12.23,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,5,12.48,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,6,12.44,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,6,17.36,2014,12500
2019-11-25,갈현동,연서로29길,골드스타,8,12.44,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,6,12.23,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,8,17.36,2014,12500
2019-11-25,갈현동,연서로29길,골드스타,8,12.23,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,8,12.48,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,7,12.44,2014,10500
2019-11-25,갈현동,연서로29길,골드스타,6,12.48,2014,10500
2019-11-09,구산동,갈현로11길,경남아너스빌,7,84.69,2004,47000
2019-11-09,구산동,갈현로11길,경남아너스빌,9,84.99,2004,46800
2019-11-16,구산동,갈현로11길,경남아너스빌,10,84.69,2004,46000
2019-11-18,구산동,갈현로7길,구산그린빌,6,59.76,2009,31000
2019-11-25,구산동,갈현로17길,브라운스톤구산,12,84.89,2006,53000
2019-11-01,대조동,통일로67길,미래하임,7,32.79,2012,24700
2019-11-02,대조동,서오릉로,삼성타운,8,59.4,1997,40000
2019-11-05,대조동,서오릉로,삼성타운,19,59.4,1997,42300
2019-11-14,대조동,통일로,정익제이원,13,24.91,2014,23500
2019-11-19,대조동,서오릉로,삼성타운,9,59.4,1997,41500
2019-11-28,대조동,통일로,대덕타워,9,15.56,2013,12500
2019-11-01,응암동,가좌로7나길,우성,11,115.67,1988,45000
2019-11-03,응암동,응암로,서강스카이빌2,14,156.39,2003,65500
2019-11-07,응암동,백련산로,녹번역센트레빌,7,84.9,2013,72000
2019-11-07,응암동,은평로,응암아네스트,16,13.6793,2014,12540
2019-11-08,응암동,백련산로,녹번역센트레빌,4,84.9,2013,70000
2019-11-11,응암동,응암로,모아아파트,11,52.54,2016,39500
2019-11-12,응암동,응암로,서강스카이빌,7,149.99,2001,60000
2019-11-14,응암동,가좌로7나길,우성,12,64.62,1988,32000
2019-11-14,응암동,백련산로,대주파크빌,8,108.8,2003,56000
2019-11-15,응암동,불광천길,애필리움,2,84.96,2006,42500
2019-11-15,응암동,가좌로7나길,우성,7,80.99,1988,38500
2019-11-15,응암동,백련산로,대주파크빌,12,128.92,2003,60000
2019-11-16,응암동,가좌로7나길,우성,5,115.67,1988,45500
2019-11-17,응암동,백련산로,대주파크빌,8,59.66,2003,44000
2019-11-18,응암동,백련산로,녹번역센트레빌,10,114.98,2013,79700
2019-11-18,응암동,백련산로,대주파크빌,10,67.02,2003,42900
2019-11-21,응암동,응암로,서강스카이빌,14,149.99,2001,65000
2019-11-22,응암동,백련산로,녹번역센트레빌,5,84.97,2013,71800
2019-11-23,응암동,백련산로,대주파크빌,9,128.92,2003,58700
2019-11-23,응암동,백련산로,대주파크빌,9,84.92,2003,49000
2019-11-25,응암동,응암로29길,대운브랜뉴,5,83.19,2008,38100
2019-11-26,응암동,응암로,벧엘블레스빌,10,84.9,2006,48000
2019-11-18,역촌동,진흥로1라길,두성,5,84.63,2004,35800
2019-11-20,역촌동,갈현로3나길,역촌센트레빌,7,59.86,2011,49000
2019-11-27,역촌동,진흥로,하늘애,10,84.84,2007,55000
2019-11-29,역촌동,역말로6길,무궁화,6,61.97,1972,14000
2019-11-30,역촌동,연서로3가길,한국리치빌,11,84.8408,2003,43500
2019-11-14,신사동,가좌로,예승,6,84.37,2001,42200
2019-11-19,신사동,은평터널로,이랜드 타운아파트,5,59.982,2004,37000
2019-11-29,신사동,은평터널로,이랜드 타운아파트,7,84.9287,2004,42000
2019-11-30,신사동,갈현로2길,대운,3,79.5,2001,33800
2019-11-01,증산동,증산로3길,DMC우방,5,59.91,2000,53000
2019-11-02,증산동,증산로3길,DMC우방,17,84.99,2000,69300
2019-11-03,증산동,증산로3길,DMC우방,4,59.91,2000,54000
2019-11-14,증산동,증산로,월드빌,14,80.931,2002,55300
2019-11-15,증산동,증산로3길,DMC우방,6,84.99,2000,68000
2019-11-23,증산동,증산로3길,DMC우방,2,59.91,2000,53000
2019-11-27,증산동,증산로3길,DMC우방,16,84.99,2000,70000
2019-12-01,녹번동,통일로,녹번JR아파트,4,59.866,2002,47000
2019-12-01,녹번동,통일로,래미안베라힐즈,8,59.92,2018,83000
2019-12-01,녹번동,통일로,녹번JR아파트,3,59.866,2002,47500
2019-12-02,녹번동,통일로,녹번JR아파트,17,59.866,2002,47000
2019-12-06,녹번동,통일로57길,리베하임,3,84.28,2007,30500
2019-12-07,녹번동,통일로,녹번JR아파트,3,84.923,2002,60000
2019-12-12,녹번동,통일로,래미안베라힐즈,20,84.95,2018,104500
2019-12-16,녹번동,통일로,녹번JR아파트,3,59.866,2002,43000
2019-12-21,녹번동,통일로,녹번JR아파트,10,59.866,2002,49500
2019-12-24,녹번동,통일로,녹번JR아파트,3,59.866,2002,40500
2019-12-26,녹번동,통일로,래미안베라힐즈,6,59.98,2018,84500
2019-12-27,녹번동,응암로,유일아트리움,6,52.37,2016,37000
2019-12-29,녹번동,통일로,녹번JR아파트,6,59.866,2002,50000
2019-12-01,불광동,불광로2길,북한산힐스테이트1차아파트,1,84.734,2009,67500
2019-12-01,불광동,통일로,북한산 힐스테이트7차,1,84.891,2011,81700
2019-12-02,불광동,통일로80길,베로니스,7,28.84,2019,27046
2019-12-04,불광동,통일로80길,베로니스,12,28.84,2019,28434
2019-12-05,불광동,불광로,북한산현대힐스테이트3차아파트,2,59.99,2010,62000
2019-12-08,불광동,불광로2길,북한산힐스테이트1차아파트,5,59.817,2009,60000
2019-12-09,불광동,통일로,북한산 힐스테이트7차,10,114.977,2011,108000
2019-12-10,불광동,불광로,북한산현대힐스테이트3차아파트,5,84.97,2010,73900
2019-12-10,불광동,통일로80길,베로니스,3,23.71,2019,19800
2019-12-11,불광동,통일로,북한산 힐스테이트7차,10,59.981,2011,75000
2019-12-14,불광동,불광로2길,북한산힐스테이트1차아파트,4,84.734,2009,67900
2019-12-14,불광동,불광로,북한산현대힐스테이트3차아파트,5,84.98,2010,75000
2019-12-14,불광동,불광로2길,북한산힐스테이트1차아파트,8,59.817,2009,61500
2019-12-14,불광동,연서로37길,엘지아파트,5,83.04,2002,35000
2019-12-14,불광동,통일로,해피플러스1,7,81.51,2005,38000
2019-12-14,불광동,통일로,북한산 힐스테이트7차,15,84.891,2011,88000
2019-12-16,불광동,불광로2길,북한산힐스테이트1차아파트,4,84.734,2009,70000
2019-12-16,불광동,통일로80길,베로니스,12,23.71,2019,24845
2019-12-21,불광동,통일로,북한산 힐스테이트7차,17,84.947,2011,89800
2019-12-23,불광동,불광로,북한산현대힐스테이트3차아파트,5,59.99,2010,63800
2019-12-26,불광동,불광로2길,북한산힐스테이트1차아파트,1,59.817,2009,57000
2019-12-27,불광동,불광로,북한산현대힐스테이트3차아파트,4,84.98,2010,76000
2019-12-28,불광동,불광로,북한산현대힐스테이트3차아파트,7,59.99,2010,64000
2019-12-28,불광동,불광로,북한산현대힐스테이트3차아파트,14,115.41,2010,93500
2019-12-28,불광동,불광로,북한산현대힐스테이트3차아파트,10,84.98,2010,75000
2019-12-29,불광동,통일로,북한산 힐스테이트7차,12,84.813,2011,90000
2019-12-30,불광동,불광로2길,북한산힐스테이트1차아파트,6,59.817,2009,64000
2019-12-31,불광동,통일로80길,베로니스,3,28.84,2019,25914
2019-12-31,불광동,통일로80길,베로니스,4,28.84,2019,25854
2019-12-09,갈현동,갈현로23길,한솔,9,59.94,1997,30300
2019-12-15,갈현동,서오릉로18길,한우리,2,84.94,2003,30000
2019-12-29,갈현동,갈현로23길,한솔,13,59.94,1997,30000
2019-12-04,구산동,갈현로11길,경남아너스빌,20,84.69,2004,45000
2019-12-04,구산동,갈현로11길,경남아너스빌,19,84.69,2004,45500
2019-12-07,구산동,갈현로11길,경남아너스빌,8,84.69,2004,46500
2019-12-12,구산동,갈현로17길,브라운스톤구산,10,84.89,2006,51000
2019-12-20,구산동,갈현로11길,경남아너스빌,17,84.69,2004,45000
2019-12-25,구산동,갈현로11길,경남아너스빌,4,84.69,2004,43800
2019-12-30,구산동,갈현로11길,경남아너스빌,3,84.69,2004,41600
2019-12-31,구산동,갈현로11길,경남아너스빌,1,122.77,2004,48300
2019-12-03,대조동,서오릉로,삼성타운,14,122.68,1997,59300
2019-12-05,대조동,통일로67길,주주베에이,11,13.56,2014,13000
2019-12-17,대조동,서오릉로,삼성타운,17,59.4,1997,42500
2019-12-23,대조동,통일로67길,미래하임,14,31.16,2012,24500
2019-12-01,응암동,백련산로,대주파크빌,8,84.92,2003,50600
2019-12-04,응암동,백련산로,대주파크빌,5,145.77,2003,64500
2019-12-06,응암동,백련산로,녹번역센트레빌,4,84.9,2013,69700
2019-12-08,응암동,가좌로7나길,경남,13,84.9,1995,41000
2019-12-10,응암동,은평로,응암아네스트,14,13.6793,2014,13400
2019-12-12,응암동,가좌로7나길,경남,11,84.9,1995,41300
2019-12-12,응암동,백련산로,녹번역센트레빌,2,84.9,2013,71800
2019-12-16,응암동,가좌로7나길,우성,15,80.99,1988,39500
2019-12-16,응암동,가좌로7나길,경남,15,84.9,1995,43000
2019-12-17,응암동,불광천길,애필리움,5,84.96,2006,48500
2019-12-20,응암동,은평로,해태드림타운,4,59.18,1997,33650
2019-12-24,응암동,은평로,유성아이비,7,47.64,2011,29000
2019-12-26,응암동,가좌로7나길,경남,13,59.36,1995,29000
2019-12-30,응암동,가좌로7나길,우성,8,64.62,1988,30500
2019-12-14,역촌동,갈현로3나길,역촌센트레빌,3,84.89,2011,55000
2019-12-23,역촌동,갈현로3나길,역촌센트레빌,14,84.89,2011,56000
2019-12-03,신사동,은평터널로,이랜드 타운아파트,17,84.9287,2004,50000
2019-12-09,신사동,증산로15길,신성,5,82.74,1988,37000
2019-12-21,신사동,은평터널로,이랜드 타운아파트,7,84.9287,2004,50000
2019-12-21,신사동,은평터널로,이랜드 타운아파트,6,59.982,2004,40700
2019-12-22,신사동,가좌로,예승,11,84.37,2001,42000
2019-12-26,신사동,증산로15길,신성,5,61.32,1988,29000
2019-12-07,증산동,증산로3길,DMC우방,12,59.91,2000,53500
2019-12-26,증산동,증산서길,두산위브,3,113.5731,2005,78500
2019-12-27,증산동,증산로,월드빌,11,83.151,2002,58000
2019-12-21,진관동,진관3로,힐데스하임,11,42.24,2017,44000
2019-12-23,진관동,진관3로,힐데스하임,10,39.3,2017,40000
2019-12-23,진관동,진관3로,힐데스하임,10,42.24,2017,43000
2019-10-10,충정로3가,서소문로,충정리시온,7,33.32,2004,31900
2019-10-25,충정로3가,서소문로,충정리시온,17,45.89,2004,46200
2019-10-25,충정로3가,서소문로,충정리시온,12,44.88,2004,44900
2019-10-28,충정로3가,서소문로,충정리시온,8,45.75,2004,44800
2019-10-30,충정로3가,서소문로,충정리시온,6,41.48,2004,42300
2019-10-05,냉천동,독립문로14길,돈의문센트레빌,3,59.98,2011,79500
2019-10-08,냉천동,독립문로14길,동부센트레빌,7,84.93,2002,74800
2019-10-15,냉천동,독립문로14길,돈의문센트레빌,10,59.98,2011,88300
2019-10-18,냉천동,독립문로14길,돈의문센트레빌,8,59.98,2011,84500
2019-10-28,냉천동,독립문로14길,돈의문센트레빌,7,84.99,2011,105000
2019-10-03,천연동,독립문로8길,천연뜨란채,18,56.02,2006,60000
2019-10-05,천연동,독립문로8길,천연뜨란채,8,57.78,2006,62500
2019-10-05,천연동,독립문로8길,천연뜨란채,4,30.17,2006,41300
2019-10-07,천연동,독립문로8길,천연뜨란채,15,57.78,2006,64500
2019-10-09,천연동,독립문로8길,천연뜨란채,5,55.82,2006,61000
2019-10-10,천연동,독립문로8길,천연뜨란채,11,84.95,2006,82500
2019-10-11,천연동,독립문로8길,천연뜨란채,15,56.08,2006,62000
2019-10-15,천연동,독립문로8길,천연뜨란채,6,56.02,2006,60000
2019-10-16,천연동,독립문로8길,천연뜨란채,14,57.78,2006,63300
2019-10-16,천연동,독립문로8길,천연뜨란채,11,57.78,2006,64800
2019-10-16,천연동,독립문로8길,천연뜨란채,12,84.95,2006,83300
2019-10-18,천연동,독립문로8길,천연뜨란채,15,56.02,2006,63200
2019-10-20,천연동,독립문로8길,천연뜨란채,15,84.95,2006,83000
2019-10-25,천연동,독립문로8길,천연뜨란채,9,56.08,2006,60000
2019-10-26,천연동,독립문로8길,천연뜨란채,14,84.95,2006,82500
2019-10-26,천연동,독립문로8길,천연뜨란채,8,57.78,2006,63000
2019-10-31,천연동,독립문로8길,천연뜨란채,12,55.85,2006,59800
2019-10-31,천연동,독립문로8길,천연뜨란채,7,30.17,2006,41900
2019-10-02,북아현동,북아현로1길,신촌푸르지오,1,59.9093,2015,96000
2019-10-06,북아현동,북아현로1길,신촌푸르지오,17,59.88,2015,112500
2019-10-08,북아현동,북아현로1길,신촌푸르지오,2,84.9559,2015,120500
2019-10-09,북아현동,북아현로1길,신촌푸르지오,11,84.9572,2015,124500
